Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"COVID-19 in Children, Pregnancy and Neonates: A Review of Epidemiologic and Clinical Features",Zimmermann P.; Curtis N.,"The novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic has spread rapidly across the globe. In contrast to initial reports, recent studies suggest that children are just as likely as adults to become infected with the virus but have fewer symptoms and less severe disease. In this review, we summarize the epidemiologic and clinical features of children infected with SARS-CoV-2 reported in pediatric case series to date. We also summarize the perinatal outcomes of neonates born to women infected with SARS-CoV-2 in pregnancy. We found 11 case series including a total of 333 infants and children. Overall, 83% of the children had a positive contact history, mostly with family members. The incubation period varied between 2 and 25 days with a mean of 7 days. The virus could be isolated from nasopharyngeal secretions for up to 22 days and from stool for more than 30 days. Co-infections were reported in up to 79% of children (mainly mycoplasma and influenza). Up to 35% of children were asymptomatic. The most common symptoms were cough (48%; range 19%-100%), fever (42%; 11%-100%) and pharyngitis (30%; 11%-100%). Further symptoms were nasal congestion, rhinorrhea, tachypnoea, wheezing, diarrhea, vomiting, headache and fatigue. Laboratory test parameters were only minimally altered. Radiologic findings were unspecific and included unilateral or bilateral infiltrates with, in some cases, ground-glass opacities or consolidation with a surrounding halo sign. Children rarely needed admission to intensive care units (3%), and to date, only a small number of deaths have been reported in children globally. Nine case series and 2 case reports described outcomes of maternal SARS-CoV-2 infection during pregnancy in 65 women and 67 neonates. Two mothers (3%) were admitted to intensive care unit. Fetal distress was reported in 30% of pregnancies. Thirty-seven percent of women delivered preterm. Neonatal complications included respiratory distress or pneumonia (18%), disseminated intravascular coagulation (3%), asphyxia (2%) and 2 perinatal deaths. Four neonates (3 with pneumonia) have been reported to be SARS-CoV-2 positive despite strict infection control and prevention procedures during delivery and separation of mother and neonates, meaning vertical transmission could not be excluded.Copyright © 2020 Cambridge University Press. All rights reserved.",2020,,Pediatr. Infect. Dis. J.,,"(Zimmermann) Department of Paediatrics, Fribourg Hospital HFR, Faculty of Science and Medicine, University of Fribourg, Switzerland",469-477,,10.1097/INF.0000000000002700,,#6752,Zimmermann 2020,"Exclusion reason: Wrong study design (anything other than cross sectional, repeated cross sectional, or cohort) ; ",""
COVID-19 Antibody Testing in Pregnancy.,"Zullo, Fabrizio; Di Mascio, Daniele; Saccone, Gabriele",,2020,,Am J Obstet Gynecol MFM,,101746609,100142,,10.1016/j.ajogmf.2020.100142,,#12468,Zullo 2020,Exclusion reason: No seroprevalence estimate; ,""
Role of children in the transmission of the COVID-19 pandemic: a rapid scoping review.,"Rajmil, Luis","Background: As a response to the COVID-19 pandemic, most countries have adopted measures of social distance, with the childhood population being one of the main focus of attention in these measures., Methods: A rapid scoping review was carried out by searching PubMed to know if children are more contagious than adults, and the proportion of asymptomatic cases in children. Google Scholar and MedRxiv/bioRxiv were also searched. The time period was restricted from 1 December 2019 until 28 May 2020. Only studies published in English, Italian, French or Spanish were included., Results: Fourteen out of 1099 identified articles were finally included. Studies included cases from China (n=9 to 2143), China and Taiwan (n=536), Korea (n=1), Vietnam (n=1), Australia (n=9), Geneva (n=40), the Netherlands (n=116), Ireland (n=3) and Spain (population-based study of IgG, n=8243). Although no complete data were available, between 15% and 55%-60% were asymptomatic, and 75%-100% of cases were from family transmission. Studies analysing school transmission showed children as not a driver of transmission. Prevalence of COVID-19 IgG antibody in children <15 years was lower than the general population in the Spanish study., Conclusions: Children are not transmitters to a greater extent than adults. There is a need to improve the validity of epidemiological surveillance to solve current uncertainties, and to take into account social determinants and child health inequalities during and after the current pandemic. Copyright © Author(s) (or their employer(s)) 2020. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",2020,,BMJ paediatr. open,4,1,e000722,,10.1136/bmjpo-2020-000722,,#11474,Rajmil 2020,"Exclusion reason: Wrong study design (anything other than cross sectional, repeated cross sectional, or cohort) ; ",""
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2): A review,Feng W.; Zong W.; Wang F.; Ju S.,"In recent years, the prevalence and spread of coronavirus has had a huge impact on global public health. Due to the incomplete understanding of the pathogenic mechanism of the virus, it is difficult for humans to fight against the virus quickly and effectively once the outbreak occurs. In early 2020, a novel coronavirus was discovered in Wuhan, China. Soon after, similar cases were found in other countries around the world, and the number of infected people increased rapidly. So far, the global cumulative number of infected people has exceeded 3 million, and more than 200,000 people have died, which has had a huge impact on global human health and economic development. Every outbreak of disease makes a deep impression on mankind. Herein, we summarize the virology, epidemiology, clinical manifestations, diagnosis, treatment and prevention of SARS-CoV-2, and hope that countries can control the outbreak as soon as possible to minimize the loss.Copyright © 2020 The Author(s).",2020,,Mol. Cancer,19,1,100,,10.1186/s12943-020-01218-1,,#8270,Feng 2020,"Exclusion reason: Wrong study design (anything other than cross sectional, repeated cross sectional, or cohort) ; ",""
Prevalence of Asymptomatic SARS-CoV-2 Infection: A Narrative Review,Oran D.P.; Topol E.J.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has spread rapidly throughout the world since the first cases of coronavirus disease 2019 (COVID-19) were observed in December 2019 in Wuhan, China. It has been suspected that infected persons who remain asymptomatic play a significant role in the ongoing pandemic, but their relative number and effect have been uncertain. The authors sought to review and synthesize the available evidence on asymptomatic SARS-CoV-2 infection. Asymptomatic persons seem to account for approximately 40% to 45% of SARS-CoV-2 infections, and they can transmit the virus to others for an extended period, perhaps longer than 14 days. Asymptomatic infection may be associated with subclinical lung abnormalities, as detected by computed tomography. Because of the high risk for silent spread by asymptomatic persons, it is imperative that testing programs include those without symptoms. To supplement conventional diagnostic testing, which is constrained by capacity, cost, and its one-off nature, innovative tactics for public health surveillance, such as crowdsourcing digital wearable data and monitoring sewage sludge, might be helpful.",2020,,Ann. Intern. Med.,,"(Oran, Topol) Scripps Research Translational Institute, Scripps Research, La Jolla",,,10.7326/M20-3012,,#7920,Oran 2020,Exclusion reason:  No serological antibody testing ; ,""
Serology-positive but minimally symptomatic COVID-19 may still cause lung injury and lung function impairment,Wang J.-Y.; Chang S.-Y.; Huang Y.-W.; Chang S.-C.,,2020,,Int. J. Tuberc. Lung Dis.,24,6,568-569,,10.5588/ijtld.20.0197,,#8994,Wang 2020,"Exclusion reason: Wrong study design (anything other than cross sectional, repeated cross sectional, or cohort) ; ",""
The new coronavirus that came from the East: analysis of the initial epidemic in Mexico,Ornelas-Aguirre J.M.,"INTRODUCTION: As of March 23, 2020, suspension of non-essential activities was declared in Mexico throughout the country in order to mitigate the spread of the COVID-19 pandemic. OBJECTIVE(S): To analyze data on the first 1,510 laboratory-confirmed cases of COVID-19 in Mexico, and to describe the geographical distribution of the disease and its transmission dynamics. METHOD(S): Description of the first COVID-19 cases with real-time RT-PCR-positive test, as well as evaluation of epidemiological measures, cumulative incidence, rate of transmission, and mortality and lethality rates during the first month of the epidemic. RESULT(S): Average age was 43 years, and 58 % were males; 44 % of initial cases were imported. Lethality in the population during the first month went from 1.08 to 3.97 per 100 cases; however, the trend is linear and similar to that observed in Europe. CONCLUSION(S): In Mexico, social distancing is being applied, but studies are still required on the dynamics of the epidemic, person-to-person transmission, incidence of subclinical infections, and patient survival.",2020,,Gac Med Mex,156,4,,,,,#7243,Ornelas-Aguirre 2020,Exclusion reason:  No serological antibody testing ; ,""
"Low prevalence of SARS-CoV-2 among pregnant and postpartum patients with universal screening in Seattle, Washington",LaCourse S.M.; Kachikis A.; Blain M.; Simmons L.E.; Mays J.A.; Pattison A.D.; Salerno C.C.; McCartney S.A.; Kretzer N.M.; Resnick R.; Shay R.L.; Savitsky L.M.; Curtin A.C.; Huebner E.M.; Ma K.K.; Delaney S.; Delgado C.; Schippers A.; Munson J.; Pottinger P.S.; Cohen S.; Neme S.; Bourassa L.; Bryan A.; Greninger A.; Jerome K.R.; Roxby A.C.; Lokken E.; Cheng E.; Adams Waldorf K.M.; Hitti J.,"We found a low prevalence of SARS-CoV-2 (2.7% [5/188]) among pregnant and postpartum patients after initiating universal testing. Prevalence among symptomatic patients (22.2% [4/18]) was similar to initial targeted screening approaches (19.1% [8/42]). Among 170 asymptomatic patients, two were positive or inconclusive, respectively; repeat testing at 24 hours was negative.Copyright © The Author(s) 2020. Published by Oxford University Press for the Infectious Diseases Society of America. All rights reserved. For permissions, e-mail: journals.permissions@oup.com.",2020,,Clin. Infect. Dis.,,"(LaCourse, Blain, Pottinger, Cohen, Neme, Roxby) Department of Medicine, Division of Allergy and Infectious Diseases, Seattle, WA, United States",,,10.1093/cid/ciaa675,,#7741,LaCourse 2020,Exclusion reason:  No serological antibody testing ; ,""
Progression of COVID-19 From Urban to Rural Areas in the United States: A Spatiotemporal Analysis of Prevalence Rates.,"Paul, Rajib; Arif, Ahmed A; Adeyemi, Oluwaseun; Ghosh, Subhanwita; Han, Dan","PURPOSE: There are growing signs that the COVID-19 virus has started to spread to rural areas and can impact the rural health care system that is already stretched and lacks resources. To aid in the legislative decision process and proper channelizing of resources, we estimated and compared the county-level change in prevalence rates of COVID-19 by rural-urban status over 3 weeks. Additionally, we identified hotspots based on estimated prevalence rates., METHODS: We used crowdsourced data on COVID-19 and linked them to county-level demographics, smoking rates, and chronic diseases. We fitted a Bayesian hierarchical spatiotemporal model using the Markov Chain Monte Carlo algorithm in R-studio. We mapped the estimated prevalence rates using ArcGIS 10.8, and identified hotspots using Gettis-Ord local statistics., FINDINGS: In the rural counties, the mean prevalence of COVID-19 increased from 3.6 per 100,000 population to 43.6 per 100,000 within 3 weeks from April 3 to April 22, 2020. In the urban counties, the median prevalence of COVID-19 increased from 10.1 per 100,000 population to 107.6 per 100,000 within the same period. The COVID-19 adjusted prevalence rates in rural counties were substantially elevated in counties with higher black populations, smoking rates, and obesity rates. Counties with high rates of people aged 25-49 years had increased COVID-19 prevalence rates., CONCLUSIONS: Our findings show a rapid spread of COVID-19 across urban and rural areas in 21 days. Studies based on quality data are needed to explain further the role of social determinants of health on COVID-19 prevalence. Copyright © 2020 National Rural Health Association.",2020,,J Rural Health,,"jx4, 8508122",,,10.1111/jrh.12486,,#13089,Paul 2020,Exclusion reason:  No serological antibody testing ; ,""
Distinct features of SARS-CoV-2-specific IgA response in COVID-19 patients,Yu H.-Q.; Sun B.-Q.; Fang Z.-F.; Zhao J.-C.; Liu X.-Y.; Li Y.-M.; Sun X.-Z.; Liang H.-F.; Zhong B.; Huang Z.-F.; Zheng P.-Y.; Tian L.-F.; Qu H.-Q.; Liu D.-C.; Wang E.-Y.; Xiao X.-J.; Li S.-Y.; Ye F.; Guan L.; Hu D.-S.; Hakonarson H.; Liu Z.-G.; Zhong N.-S.,,2020,,Eur. Respir. J.,,"(Yu, Fang, Liu, Wang, Xiao, Liu) State Key Laboratory of Respiratory Disease for Allergy at Shenzhen University, Shenzhen Key Laboratory of Allergy & Immunology, Shenzhen University School of Medicine, Shenzhen, China",,,10.1183/13993003.01526-2020,,#7186,Yu 2020,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
Estimating the number of undetected COVID-19 cases exported internationally from all of China.,"Menkir, Tigist Ferede; Chin, Taylor; Hay, James A; Surface, Erik; Martinez de Salazar, Pablo; Buckee, Caroline; Mina, Michael J; Khan, Kamran; Watts, Alexander; Lipsitch, Marc; Niehus, Rene","During the early phase of the COVID-19 pandemic, when SARS-CoV-2 was chiefly reported in the city of Wuhan, cases exported to other locations were largely predicted using flight travel data from Wuhan. However, given Wuhan's connectivity to other cities in mainland China prior to the lockdown, there has likely been a substantial risk of exportation of cases from other Chinese cities. It is likely that many of these exportations remained undetected because early international case definitions for COVID-19 required a recent travel history from Wuhan. Here, we combine estimates of prevalence in 18 Chinese cities with estimates of flight volume, accounting for the effects of travel bans and the timing of Lunar New Year, to approximate the number of cases exported from cities outside of Wuhan from early December 2019 to late February 2020. We predict that for every one case from Wuhan exported internationally, there were approximately 2.9 cases from large Chinese cities exported internationally that likely remained undetected. Additionally, we predict the number of exported cases in six destinations for which predictions on exported cases have yet to be made, surveillance has likely been low, and where health care systems will likely face issues in managing current or potential outbreaks. We observe heterogeneities in exported case counts across these destinations. The predicted number of cases exported to Egypt and South Africa exceeds the predicted number of cases exported to Mauritania. These trends may anticipate differences in the timing and emergence of local transmission in these countries. Our findings highlight the importance of setting accurate travel history requirements for case definition guidelines in the initial phase of an epidemic, and actively updating these guidelines as the epidemic advances.",2020,,medRxiv,,101767986,,,10.1101/2020.03.23.20038331,,#11584,Menkir 2020,Exclusion reason:  No serological antibody testing ; ,""
IgG Antibody Response to SARS-CoV-2 Infection and Viral RNA Persistence in Patients on Maintenance Hemodialysis,De Vriese A.S.; Reynders M.,,2020,,Am. J. Kidney Dis.,,"(De Vriese) Division of Nephrology and Infectious Diseases, AZ Sint-Jan Brugge-Oostende AV, Brugge, and Department of Internal Medicine, Ghent University, Ghent, Belgium; Division of Medical Microbiology, AZ Sint-Jan Brugge-Oostende AV, Brugge, and Depart",,,10.1053/j.ajkd.2020.05.009,,#8786,DeVriese 2020,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
"Detection of Covid-19 in children in early january 2020 in Wuhan, China",Liu W.; Zhang Q.; Chen J.; Xiang R.; Song H.; Shu S.; Chen L.; Liang L.; Zhou J.; You L.; Wu P.; Zhang B.; Lu Y.; Xia L.; Huang L.; Yang Y.; Liu F.; Semple M.G.; Cowling B.J.; Lan K.; Sun Z.; Yu H.; Liu Y.,,2020,,New Engl. J. Med.,382,14,1370-1372,,10.1056/NEJMc2003717,,#6944,Liu 2020,Exclusion reason:  No serological antibody testing ; ,""
"Public Health Response to COVID-19 Cases in Correctional and Detention Facilities - Louisiana, March-April 2020",Wallace M.; Marlow M.; Simonson S.; Walker M.; Christophe N.; Dominguez O.; Kleamenakis L.; Orellana A.; Pagan-Pena D.; Singh C.; Pogue M.; Saucier L.; Lo T.; Benson K.; Sokol T.,"Correctional and detention facilities face unique challenges in the control of infectious diseases, including coronavirus disease 2019 (COVID-19) (1-3). Among >10 million annual admissions to U.S. jails, approximately 55% of detainees are released back into their communities each week (4); in addition, staff members at correctional and detention facilities are members of their local communities. Thus, high rates of COVID-19 in correctional and detention facilities also have the potential to influence broader community transmission. In March 2020, the Louisiana Department of Health (LDH) began implementing surveillance for COVID-19 among correctional and detention facilities in Louisiana and identified cases and outbreaks in many facilities. In response, LDH and CDC developed and deployed the COVID-19 Management Assessment and Response (CMAR) tool to guide technical assistance focused on infection prevention and control policies and case management with correctional and detention facilities. This report describes COVID-19 prevalence in correctional and detention facilities detected through surveillance and findings of the CMAR assessment. During March 25-April 22, 489 laboratory-confirmed COVID-19 cases, including 37 (7.6%) hospitalizations and 10 (2.0%) deaths among incarcerated or detained persons, and 253 cases, including 19 (7.5%) hospitalizations and four (1.6%) deaths among staff members were reported. During April 8-22, CMAR telephone-based assessments were conducted with 13 of 31 (42%) facilities with laboratory-confirmed cases and 11 of 113 (10%) facilities without known cases. Administrators had awareness and overall understanding of CDC guidance for prevention of transmission in these facilities but reported challenges in implementation, related to limited space to quarantine close contacts of COVID-19 patients and inability of incarcerated and detained persons to engage in social distancing, particularly in dormitory-style housing. CMAR was a useful tool that helped state and federal public health officials assist multiple correctional and detention facilities to better manage COVID-19 patients and guide control activities to prevent or mitigate transmission.",2020,,MMWR Morb. Mortal. Wkly. Rep.,69,19,594-598,,10.15585/mmwr.mm6919e3,,#7982,Wallace 2020,Exclusion reason:  No serological antibody testing ; ,""
COVID-19 among health workers in Brazil: The silent wave,Pessa Valente E.; Cruz Vaz da Costa Damasio L.; Luz L.S.; da Silva Pereira M.F.; Lazzerini M.,,2020,,J Glob Health,10,1,010379,,10.7189/jogh.10.010379,,#9418,PessaValente 2020,Exclusion reason:  No serological antibody testing ; ,""
No SLE with COVID-19 in Hong Kong: the effect of masking?,So H.; Mak J.W.Y.; Tam L.-S.,We read with interests the report by Favalli on the incidence of COVID-19 in Italian patients with connective tissue diseases [1]. None of the 61 patients with SLE surveyed was confirmed to have COVID-19.,2020,,J. Rheumatol.,,"(So) From the Department of Medicine and Therapeutics, Hong Kong. Address correspondence to Dr Ho SO, Department of Medicine and Therapeutics, Chinese University of Hong Kong, Room 114042, Prince of Wales Hospital. E-mail:, Lui Che Woo Clinical Sciences B",,,10.3899/jrheum.200605,,#7891,So 2020,Exclusion reason:  No serological antibody testing ; ,""
High prevalence of asymptomatic COVID-19 in haemodialysis: learning day by day in the first month of the COVID-19 pandemic,Albalate M.; Arribas P.; Torres E.; Cintra M.; Alcazar R.; Puerta M.; Ortega M.; Procaccini F.; Martin J.; Jimenez E.; Fernandez I.; de Sequera P.,,2020,,Nefrologia,40,3,279-286,,10.1016/j.nefro.2020.04.005,,#8890,Albalate 2020,Exclusion reason:  No serological antibody testing ; ,""
Asymptomatic SARS-CoV-2 infections: What we need to know,Tan C.; Xiao Y.; Meng X.; Huang X.; Li C.; Wu A.,,2020,,Infect. Control Hosp. Epidemiol.,,"(Tan, Xiao, Meng, Huang, Li, Wu) Infection Control Center, Xiangya Hospital, Central South University, Hunan Province, Changsha, China",,,10.1017/ice.2020.201,,#6841,Tan 2020,"Exclusion reason:  No serological antibody testing ; Claire Donnici (2020-07-09 03:39:41)(Select): No seroprevalence estimate, no serological antibody tests; ",""
Pooling of samples for testing for SARS-CoV-2 in asymptomatic people,Lohse S.; Pfuhl T.; Berko-Gottel B.; Rissland J.; Geissler T.; Gartner B.; Becker S.L.; Schneitler S.; Smola S.,,2020,,Lancet Infect. Dis.,,"(Lohse, Pfuhl, Berko-Gottel, Rissland, Geisler, Smola) Institute of Virology, Saarland University Medical Center, Homburg 66421, Germany",,,10.1016/S1473-3099%2820%2930362-5,,#8471,Lohse 2020,Exclusion reason:  No serological antibody testing ; ,""
On the usefulness of point-of-care antibody tests for severe acute respiratory syndrome coronavirus 2 in community screening settings,Dohla M.; Diegmann C.,,2020,,Public Health,185,"(Dohla, Diegmann) Institute for Hygiene and Public Health, One Health Department, Medical Faculty, University of Bonn, Venusberg-Campus 1, Bonn 53127, Germany",30,,10.1016/j.puhe.2020.05.031,,#8854,Dohla 2020,Exclusion reason: No seroprevalence estimate; ,""
Prevalence and Mortality due to Outbreak of Novel Coronavirus Disease (COVID-19) in beta-Thalassemias: The Nationwide Iranian Experience,Karimi M.; Haghpanah S.; Azarkeivan A.; Zahedi Z.; Zarei T.; Akhavan Tavakoli M.; Bazrafshan A.; Shirkavand A.; De Sanctis V.,"In late December 2019, an ongoing outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection that was termed Coronavirus Disease 2019 (COVID-19), was reported in Wuhan, China (Zhu, et al 2020).Copyright This article is protected by copyright. All rights reserved.",2020,,Br. J. Haematol.,,"(Karimi, Haghpanah, Zahedi, Zarei, Bazrafshan) Hematology Research Center, Shiraz University of Medical Sciences, Shiraz, Iran, Islamic Republic of",,,10.1111/bjh.16911,,#7790,Karimi 2020,Exclusion reason:  No serological antibody testing ; ,""
Spatial analysis of global variability in covid-19 burden,Miller L.E.; Bhattacharyya R.; Miller A.L.,"Background: Since the first occurrence of coronavirus disease 2019 (Covid-19), a number of online tools have become available to assist with tracking Covid-19 prevalence. Yet we are unaware of resources that provide country-specific Covid-19 incidence data. Method(s): We undertook a descriptive analysis of the global impact of Covid-19 using data reported on March 17, 2020. The prevalence of Covid-19 cases, fatalities attributed to Covid-19, and the case fatality rate for each of the 238 countries were accessed from the World Health Organization global Covid-19 tracking site, and we additionally calculated Covid-19 incidence based on country-specific population data. We determined the country-specific point prevalence and incidence of Covid-19 and associated deaths while using geocoded data to display their spatial distribution with geographic heat maps. Result(s): The analysis included 193,197 Covid-19 cases and 7859 associated deaths. The point prevalence was highest in China (80,881), Italy (31,506), Iran (16,169), and Spain (11,312); no other country reported more than 10,000 cases. The incidence (per million population) was highest in San Marino (3389) followed by Iceland (645) and Italy (521); no other country had an incidence above 400 per million population. Conclusion(s): Countries with a high Covid-19 prevalence may not have a high incidence, and vice versa. Public health agencies that provide real-time infection tracking tools should report country-specific Covid-19 incidence metrics, in addition to prevalence data.Copyright © 2020 Miller et al.",2020,,Risk Manage. Healthc. Policy,13,"(Miller, Bhattacharyya, Miller) Department of Biostatistics, Miller Scientific, Johnson City, TN, United States",519-522,,10.2147/RMHP.S255793,,#8905,Miller 2020,Exclusion reason:  No serological antibody testing ; ,""
Is social connectedness a risk factor for the spreading of COVID-19 among older adults? The Italian paradox,Liotta G.; Marazzi M.C.; Orlando S.; Palombi L.,"Italy was one of the first European countries affected by the new coronavirus (COVID-19) pandemic, with over 105,000 infected people and close to 13,000 deaths, until March 31st. The pandemic has hit especially hard because of the country's demographic structure, with a high percentage of older adults. The authors explore the possibility, recently aired in some studies, of extensive intergenerational contact as a possible determinant of the severity of the pandemic among the older Italian adults. We analyzed several variables to test this hypothesis, such as the percentage of infected patients aged >80 years, available nursing home beds, COVID-19 incidence rate, and the number of days from when the number of positive tests exceeded 50 (epidemic maturity). We also included in the analysis mean household size and percentage of households comprising one person, in the region. Paradoxically, the results are opposite of what was previously reported. The pandemic was more severe in regions with higher family fragmentation and increased availability of residential health facilities.Copyright © 2020 Liotta et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2020,,PLoS ONE,15,5,e0233329,,10.1371/journal.pone.0233329,,#8050,Liotta 2020,Exclusion reason: No seroprevalence estimate; ,""
"Quantifying bias of COVID-19 prevalence and severity estimates in Wuhan, China that depend on reported cases in international travelers.","Niehus, Rene; De Salazar, Pablo M; Taylor, Aimee R; Lipsitch, Marc","Risk of COVID-19 infection in Wuhan has been estimated using imported case counts of international travelers, often under the assumption that all cases in travelers are ascertained. Recent work indicates variation among countries in detection capacity for imported cases. Singapore has historically had very strong epidemiological surveillance and contact-tracing capacity and has shown in the COVID-19 epidemic evidence of a high sensitivity of case detection. We therefore used a Bayesian modeling approach to estimate the relative imported case detection capacity for other countries compared to that of Singapore. We estimate that the global ability to detect imported cases is 38% (95% HPDI 22% - 64%) of Singapore's capacity. Equivalently, an estimate of 2.8 (95% HPDI 1.5 - 4.4) times the current number of imported cases, could have been detected, if all countries had had the same detection capacity as Singapore. Using the second component of the Global Health Security index to stratify likely case-detection capacities, we found that the ability to detect imported cases relative to Singapore among high surveillance locations is 40% (95% HPDI 22% - 67%), among intermediate surveillance locations it is 37% (95% HPDI 18% - 68%), and among low surveillance locations it is 11% (95% HPDI 0% - 42%). Using a simple mathematical model, we further find that treating all travelers as if they were residents (rather than accounting for the brief stay of some of these travelers in Wuhan) can modestly contribute to underestimation of prevalence as well. We conclude that estimates of case counts in Wuhan based on assumptions of perfect detection in travelers may be underestimated by several fold, and severity correspondingly overestimated by several fold. Undetected cases are likely in countries around the world, with greater risk in countries of low detection capacity and high connectivity to the epicenter of the outbreak.",2020,,medRxiv,,101767986,,,10.1101/2020.02.13.20022707,,#10971,Niehus 2020,Exclusion reason:  No serological antibody testing ; ,""
IgA-Ab response to spike glycoprotein of SARS-CoV-2 in patients with COVID-19: A longitudinal study,Padoan A.; Sciacovelli L.; Basso D.; Negrini D.; Zuin S.; Cosma C.; Faggian D.; Matricardi P.; Plebani M.,"Validation studies of serological antibody tests must be properly designed for clinical, epidemiological and Public Health objectives such as confirmation of suspected COVID-19 cases, certification of seroconversion after infection, and epidemiological surveillance. We evaluated the kinetics of IgM, IgA and IgG SARS-CoV-2 antibodies in COVID-19 patients with confirmed (rRT-PCR) infection. We found that the IgA response appears and grows early, peaks at week 3, and it is stronger and more persistent than the IgM response. Further longitudinal investigations of virus-specific antibodies functions and of their protective efficacy over time are needed.Copyright © 2020 Elsevier B.V.",2020,,Clin. Chim. Acta,507,"(Padoan, Basso, Negrini, Zuin, Plebani) Department of Medicine-DIMED, University of Padova, Italy",164-166,,10.1016/j.cca.2020.04.026,,#7879,Padoan 2020,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
Covid-19: Four in 10 cases in Italian town that locked down early were asymptomatic.,"Mahase, Elisabeth",,2020,,BMJ,370,"8900488, bmj, 101090866",m2647,,10.1136/bmj.m2647,,#11787,Mahase 2020,"Exclusion reason:  No serological antibody testing ; Hannah Rahim (2020-07-09 03:41:46)(Select): Excluded because it is a secondary source, but the paper it cites seems relevant to include  - Lavezzo E, Franchin E, Ciavarella C, etal Imperial College COVID-19 Response Team. Suppression of a SARS-CoV-2 outbreak in the Italian municipality of Vo’.
Nature 2020;30. doi: 10.1038/s41586-020-2488-1 pmid: 32604404; ",""
Epidemiological characteristics of 2019 novel coronavirus family clustering in Zhejiang Province,Sun W.W.; Ling F.; Pan J.R.; Cai J.; Miao Z.P.; Liu S.L.; Cheng W.; Chen E.F.,"Objective: Family clusters of Novel coronavirus pneumonia in Zhejiang province were analyzed to provide epidemiological basis for disease control. Method(s): The data of family clusters occurred from January 20 to February 10 in Zhejiang Province were collected. Descriptive analysis was used to analyze the clinical symptoms and the serial interval between the subsequent cases and the index cases. Chi-square test was used to analyze the age distribution, gender distribution and the relationship between the subsequent cases and the index cases. Result(s): 391 cases including 148 family index cases, 189 subsequent cases and 54 asymptomatic infected cases. The clinical symptoms between family index cases and subsequent cases are similar, fever is the most common symptoms in the two groups 114 (77.03%) and 92 (48.68%) respectively, the cases with diarrhea symptoms accounted for the least proportion, which were 7 (4.73%) and 5 (2.65%). The serial interval between the family index cases and the subsequent cases [M (P(25), P(75))] was 3.00 (1.00, 6.00) days. Family secondary attack rate for subsequent cases and asymptomatic infected cases are 31.61% and 43.20% respectively, the family secondary attack rate of the spouses of the family index cases is 63.87%, and are higher than that of their children (30.53%), parents (28.37%) and other family members (20.93%), the difference was statistically significant. Conclusion(s): 2019 novel coronavirus has shorter serial interval and higher family secondary attack rate, the secondary attack rate of spouses is higher than other family members.",2020,,Zhonghua Yu Fang Yi Xue Za Zhi,54,"(Sun, Ling, Pan, Cai, Miao, Liu, Cheng, Chen) Institute of infectious disease control and prevention, Center for Disease Control and prevention, Hangzhou 310051 China, Zhejiang Province",E027,,10.3760/cma.j.cn112150-20200227-00199,,#6928,Sun 2020,Exclusion reason:  No serological antibody testing ; Emily Boucher (2020-07-12 15:52:05)(Select): Translation was difficult - found other pdf in English; ,""
Seroconversion rate and diagnostic accuracy of serological tests for COVID-19,Nagappa B.; Marimuthu Y.,,2020,,Clin. Infect. Dis.,,"(Nagappa) Department of Epidemiology, Institute of Liver and Biliary Sciences, New Delhi, India",,,10.1093/cid/ciaa676,,#7736,Nagappa 2020,Exclusion reason: No seroprevalence estimate; ,""
Antibody Testing for COVID-19,Grenache D.G.; Sever C.; Mathur G.; Mathur S.,,2020,,Am. J. Clin. Pathol.,,"(Grenache) TriCore Reference Laboratories Albuquerque, NM",,,10.1093/ajcp/aqaa110,,#8576,Grenache 2020,Exclusion reason: No seroprevalence estimate; Claire Donnici (2020-07-08 12:31:40)(Select): No seroprevalence estimate; ,""
