Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Multiplex quantitative detection of SARS-CoV-2 specific IgG and IgM antibodies based on DNA-assisted nanopore sensing.,"Zhang, Zehui; Wang, Xiaoqin; Wei, Xiaojun; Zheng, Sophia W; Lenhart, Brian J; Xu, Peisheng; Li, Jie; Pan, Jing; Albrecht, Helmut; Liu, Chang","The coronavirus disease (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has spread into a global pandemic. Early and accurate diagnosis and quarantine remain the most effective mitigation strategy. Although reverse transcriptase polymerase chain reaction (RT-qPCR) is the gold standard for COVID-19 diagnosis, recent studies suggest that nucleic acids were undetectable in a significant number of cases with clinical features of COVID-19. Serologic assays that detect human antibodies to SARS-CoV-2 serve as a complementary method to diagnose these cases, as well as to identify asymptomatic cases and qualified convalescent serum donors. However, commercially available enzyme-linked immunosorbent assays (ELISA) are laborious and non-quantitative, while point-of-care assays suffer from low detection accuracy. To provide a serologic assay with high performance and portability for potential point-of-care applications, we developed DNA-assisted nanopore sensing for quantification of SARS-CoV-2 related antibodies in human serum. Different DNA structures were used as detection reporters for multiplex quantification of immunoglobulin M (IgM) and immunoglobulin G (IgG) antibodies against the nucleocapsid protein of SARS-CoV-2 in serum specimens from patients with conformed or suspected infection. Comparing to a clinically used point-of-care assay and an ELISA assay, our technology can reliably quantify SARS-CoV-2 antibodies with higher accuracy, large dynamic range, and potential for assay automation. Copyright © 2021 Elsevier B.V. All rights reserved.",2021,/,Biosensors & bioelectronics,181,"9001289, aka",113134,,https://dx.doi.org/10.1016/j.bios.2021.113134,33761415,#91388,Zhang 2021,"",""
Psychological experiences of healthcare professionals in Sri Lanka during COVID-19.,"Perera, Bilesha; Wickramarachchi, Bimba; Samanmalie, Champika; Hettiarachchi, Manjula","BACKGROUND: The upsurge of COVID-19 has caused numerous psycho-social challenges for healthcare professionals because of its ability to spread rapidly in the community and high mortality rate. The seriousness of the disease has led many healthcare professionals plagued by stigma as well as discrimination. In this study, depressive symptomatology, levels of anxiety, and related psychosocial and occupational factors experienced by healthcare professionals in Sri Lanka during COVID -19 were investigated., METHODS: A total of 512 healthcare professionals were surveyed using an online survey. The Generalized Anxiety Disorder 7-item scale, the Center for Epidemiologic Studies Depression Scale-Revised-10, and psychosocial and occupational factors predictive of depression and anxiety were included in the survey questionnaire. Logistic regression determined the factors associated with the presence of depressive symptoms and anxiety., RESULTS: Results showed that elevated depressive symptoms and anxiety were experienced by 53.3% and 51.3%, respectively, of the participants. No differences in the prevalence of elevated depressive symptoms and anxiety were found between those who were exposed and non-exposed to COVID-19 confirmed or suspected patients. Having a fear of being infected with COVID-19 and spreading it among family members were associated with increased risk of depression. Among those exposed to COVID-19 confirmed or suspected patients, poor occupational safety (OR = 2.06, 95% CI 1.25-3.39), stigmatization (OR = 2.19, 95% CI 1.29-3.72), and heavy workload (OR = 2.45, 95% CI 1.53-3.92) were associated with increased risk of elevated depressive symptoms, whilst poor self-confidence (OR = 2.53, 95% CI 1.56-4.09) and heavy workload (OR = 1.94. 95% CI 1.22-3.12) were associated with increased risk of anxiety., CONCLUSIONS: Fear of being infected and distress caused by fear of spreading it among family members, stigmatization, poor self-confidence, poor occupational safety and heavy workload are vital risk factors that need to be considered in future psychological support services designed for the healthcare professionals in unprecedented outbreaks like COVID-19.",2021,/,BMC psychology,9,1,49,,https://dx.doi.org/10.1186/s40359-021-00526-5,33761994,#91385,Perera 2021,"",""
Comparison laboratory data between children with Kawasaki Disease and COVID-19,"Liu, Xiaoping; Huang, Ying-Hsien; Tsai, Yuh-Chyn; Liu, Shih-Feng; Kuo, Ho-Chang","<h4>Background: </h4> The 2019 coronavirus disease (COVID-19) has been an emerging, rapidly evolving situation in China since late 2019 and has even become a worldwide pandemic. The first case of severe childhood novel coronavirus pneumonia in China was reported in March 2020 in Wuhan. The severity differs between adults and children, with lower death rates and decreased severity for individuals under the age of 20 years old. Increased cases of Kawasaki disease (KD) have been reported from New York City and some areas of Italy and the U.K., with almost a 6-10 times increase when compared with previous years. We conducted this article to compare characters and laboratory data between KD and COVID-19 in children. <h4>Methods: </h4> We obtained a total of 24 COVID-19 children from the literature review and 234 KD cases from our hospital via retrospective chart review. <h4>Results: </h4>: We found that patients with KD had higher levels of white blood cell (WBC), platelet, neutrophil percentage, C-reactive protein (CRP), procalcitonin, Aspartate Aminotransferase (AST), and body temperature, while patients with COVID-19 had higher age, hemoglobin levels, and lymphocyte percentage. After performing multiple logistic regression analysis, we found that age, WBC, platelet, procalcitonin, and AST provide identical markers for distinguishing COVID-19 from KD in children. <h4>Conclusion: </h4> In this COVID-19 pandemic period, clinicians should pay attention to children with COVID-19 infection when high WBC, platelet, procalcitonin, and AST values are present in order to provide precision treatment with intravenous immunoglobulin (IVIG) for KD or multisystem inflammatory syndrome in children (MIS-C).",2021,,,,,,PPR301643,10.21203/rs.3.rs-266709/v1,,#93008,Liu 2021,"",""
Successful treatment of a kidney transplant patient with COVID-19 and late-onset Pneumocystis jirovecii pneumonia,"Peng, Jing; Ni, Ming; Du, Dunfeng; Lu, Yanjun; Song, Juan; Liu, Weiyong; Shen, Na; Wang, Xiong; Zhu, Yaowu; Vallance, Bruce; Sun, Ziyong; YU, HONG","<h4>Background: </h4> Solid transplant patients are susceptible to Pneumocystis jirovecii pneumonia (PJP). While the vast majority of PJP cases occur within the first 6 months after transplantation, very few PJP cases are seen beyond 1 year post transplantation (late-onset PJP). PJP and coronavirus disease 2019 (COVID-19, caused by infection with SARS-CoV-2) share quite a few common clinical manifestations and imaging findings, making the diagnosis of PJP often underappreciated during the current COVID-19 pandemic. To date, only 1 case of kidney transplantation who developed COVID-19 and late-onset PJP has been reported, but this patient also suffered from many other infections and died from respiratory failure and multiple organ dysfunction syndrome. A successful treatment of kidney patients with COVID-19 and late-onset PJP has not been reported. Case presentation: We present a case of a 55-year-old male kidney transplant patient with COVID-19 who also developed late-onset PJP. He received a combined strategy, including specific anti-pneumocystis therapy, symptomatic supportive therapy, adjusted immunosuppressive therapy, and use of antiviral/antibiotics drugs, ending with a favorable outcome. <h4>Conclusions:</h4> This case highlights the importance of prompt and differential diagnosis of PJP in kidney transplant patients with SARS-CoV-2 infection. Further studies are required to clarify if kidney transplant patients with COVID-19 could be prone to develop late-onset PJP and how these patients should be treated.",2021,,,,,,PPR301519,10.21203/rs.3.rs-346277/v1,,#93006,Peng 2021,"",""
"High anti-SARS-CoV-2 antibody seroconversion rates before the second wave in Manaus, Brazil, and the protective effect of social behavior measures: Results from the DETECTCoV-19 cohort","Lalwani, Pritesh; Araujo-Castillo, Roger; Ganoza, Christian; Salgado, Barbara; Filho, Ivanildo Pereira; Silva, Danielle; Morais, Thiago; Jordão, Maele; Ortiz, Jessica; Barbosa, Aguyda; Sobrinho, Wlademir Salgado; Cordeiro, Isabelle; Neto, Júlio Souza; Assunção, Enedina; Costa, Cristiano da; Souza, Pedro; Albuquerque, Bernardino; Astofi-Filho, Spartaco; Lalwani, Jaila","We report anti-SARS-CoV-2 nucleocapsid IgG seroconversion rates from a population-based cohort in Manaus, between August and November 2020, before the COVID-19 second wave in Brazil. Among seronegative and uninfected participants, we observed an overall incidence of 13.06% (95%CI, 11.52-14.79) and 6.78% (95%CI, 5.61-8.10) for symptomatic seroconversion. Risk factors for seroconversion were: having a COVID-19 case in the household, not wearing a mask during contact, relaxation of protective measures, and non-remote work. We observed an intense infection transmission period that preceded the second wave of COVID-19 in Manaus, and identified several modifiable behaviors that increased the risk of seroconversion.",2021,,,,,,PPR301426,10.21203/rs.3.rs-351589/v1,,#93005,Lalwani 2021,"",""
Characterisation of B.1.1.7 and Pangolin coronavirus spike provides insights on the evolutionary trajectory of SARS-CoV-2,"Dicken, Samuel; Murray, Matthew; Thorne, Lucy; Reuschl, Ann-Kathrin; Forrest, Calum; Ganeshalingham, Maaroothen; Muir, Luke; Kalemera, Mphatso; Palor, Machaela; McCoy, Laura; Jolly, Clare; Towers, Greg; Reeves, Matthew; Grove, Joe","The recent emergence of SARS-CoV-2 variants with increased transmission, pathogenesis and immune resistance has jeopardised the global response to the COVID-19 pandemic. Determining the fundamental biology of viral variants and understanding their evolutionary trajectories will guide current mitigation measures, future genetic surveillance and vaccination strategies. Here we examine virus entry by the B.1.1.7 lineage, commonly referred to as the UK/Kent variant. Pseudovirus infection of model cell lines demonstrate that B.1.1.7 entry is enhanced relative to the Wuhan-Hu-1 reference strain, particularly under low expression of receptor ACE2. Moreover, the entry characteristics of B.1.1.7 were distinct from that of its predecessor strain containing the D614G mutation. These data suggest evolutionary tuning of spike protein function. Additionally, we found that amino acid deletions within the N-terminal domain (NTD) of spike were important for efficient entry by B.1.1.7. The NTD is a hotspot of diversity across sarbecoviruses, therefore, we further investigated this region by examining the entry of closely related CoVs. Surprisingly, Pangolin CoV spike entry was 50-100 fold enhanced relative to SARS-CoV-2; suggesting there may be evolutionary pathways by which SARS-CoV-2 may further optimise entry. Swapping the NTD between Pangolin CoV and SARS-CoV-2 demonstrates that changes in this region alone have the capacity to enhance virus entry. Thus, the NTD plays a hitherto unrecognised role in modulating spike activity, warranting further investigation and surveillance of NTD mutations.",2021,,,,,,PPR301859,10.1101/2021.03.22.436468,,#93015,Dicken 2021,"",""
Detection of Mutations Associated with Variants of Concern Via High Throughput Sequencing of SARS-CoV-2 Isolated from NYC Wastewater,"Smyth, Davida; Trujillo, Monica; Cheung, Kristen; Gao, Anna; Hoxie, Irene; Kannoly, Sherin; Kubota, Nanami; Markman, Michelle; San, Kaung Myat; Sompanya, Geena; Dennehy, John","<h4>ABSTRACT</h4> Monitoring SARS-CoV-2 genetic diversity is strongly indicated because diversifying selection may lead to the emergence of novel variants resistant to naturally acquired or vaccine-induced immunity. To date, most data on SARS-CoV-2 genetic diversity has come from the sequencing of clinical samples, but such studies may suffer limitations due to costs and throughput. Wastewater-based epidemiology may provide an alternative and complementary approach for monitoring communities for novel variants. Given that SARS-CoV-2 can infect the cells of the human gut and is found in high concentrations in feces, wastewater may be a valuable source of SARS-CoV-2 RNA, which can be deep sequenced to provide information on the circulating variants in a community. Here we describe a safe, affordable protocol for the sequencing of SARS-CoV-2 RNA using high-throughput Illumina sequencing technology. Our targeted sequencing approach revealed the presence of mutations associated with several Variants of Concern at appreciable frequencies. Our work demonstrates that wastewater-based SARS-CoV-2 sequencing can inform surveillance efforts monitoring the community spread of SARS-CoV-2 Variants of Concern and detect the appearance of novel emerging variants more cheaply, safely, and efficiently than the sequencing of individual clinical samples. <h4>IMPORTANCE</h4> The SARS-CoV-2 pandemic has caused millions of deaths around the world as countries struggle to contain infections. The pandemic will not end until herd immunity is reached, that is, when most of the population has either recovered from SARS-CoV-2 infection or is vaccinated against SARS-CoV-2. However, the emergence of new SARS-CoV-2 variants of concern threatens to erase gains. Emerging new variants may re-infect persons who have recovered from COVID-19 or may evade vaccine-induced immunity. However, scaling up SARS-CoV-2 genetic sequencing to monitor Variants of Concern in communities around the world is challenging. Wastewater-based sequencing of SARS-CoV-2 RNA can be used to monitor the presence of emerging variants in large communities to enact control measures to minimize the spread of these variants. We describe here the identification of alleles associated with several variants of concern in wastewater obtained from NYC watersheds.",2021,,,,,,PPR301817,10.1101/2021.03.21.21253978,,#93013,Smyth 2021,"",""
Longitudinal determination of mRNA-vaccination induced strongly binding SARS-CoV-2 IgG antibodies in a cohort of healthcare workers with and without prior exposure to the novel coronavirus,"Korodi, Mónika; Rákosi, Kinga; Jenei, Zsuzsanna; Hudák, Gabriella; Horváth, István; Kákes, Melinda; Dallos-Fejér, Katalin; Simai, Enikő; Staver, Natalia; Briciu, Violeta; Lupșe, Mihaela; Flonta, Mirela; Almaș, Ariana; Pianoschi, Dana; Terza, Livia-Maria; Fejer, Szilard","<h4>Background</h4> Mass vaccination against the disease caused by the novel coronavirus (COVID-19) is a crucial step in slowing the spread of SARS-CoV-2. The BioNTech/Pfizer (BNT162b2) vaccine has been shown to induce strong immune responses among the vaccinated population. Measuring SARS-CoV-2 anti-spike protein IgG levels is a clinically convenient way to estimate post-vaccination humoral immune responses, but only limited data exists about its short-and long-term dynamics. We present a longitudinal analysis of post-vaccination IgG levels in a cohort of 122 healthcare workers vaccinated with BNT162b2 with weekly follow-up until 35 days past the first dose and results of the first monthly follow-up after that for a subset of these. <h4>Methods</h4> This prospective, multicenter cohort study consists of two periods for short-term and long-term evaluation of post-vaccination IgG levels. Tests were carried out on 666 samples from 122 participants, using in-house anti-spike 1 and anti-nucleocapsid IgG ELISA assays and a commercial, combined version of these. <h4>Findings</h4> Participants with previous SARS-CoV-2 infection mount a quick immune response, reaching peak IgG levels two weeks after vaccination. In contrast, the corresponding IgG levels for previously uninfected participants increase gradually, changing abruptly after the booster dose. Overall higher IgG levels are maintained for the previously infected group 35-70 days after vaccination, and we observe age-dependence of immune response as well. <h4>Interpretation</h4> Our results show a robust humoral immune response mounting gradually after the first vaccine dose for the uninfected group, and a much stronger immune response within 7-14 days after the first dose for the previously infected group.",2021,,,,,,PPR302343,10.1101/2021.03.17.21253751,,#93027,Korodi 2021,"",""
Intention of Healthcare Workers to Receive COVID-19 Vaccine: A Cross-Sectional Survey in 10 Countries in Eastern Mediterranean Region,"Elhadi, Yasir Ahmed Mohammed; Mehanna, Azza; Adebisi, Yusuff Adebayo; Essar, Mohammad Yasir; El Saeh, Haider; Alnahari, Saddam Abdulhakem; Alenezi, Omar Hassan; El Chbib, Diala; Yahya, Zahraa; Ahmed, Eiman; Ahmad, Shoaib; Uakkas, Saad; Sabahelzain, Majdi Mohammed; Alyamani, Bushra Ahmed; Nemat, Arash; Lucero-Prisno, Don Eliseo; Zaghloul, Ashraf","<h4>Background</h4> Healthcare workers intention to be vaccinated is an important factor to be consider for successful COVID-19 vaccination programme. Our study aimed to understand the intention of health workers to receive COVID-19 vaccine and associated concerns across 10 countries in Eastern Mediterranean Region (EMRO). <h4>Method</h4> A cross-sectional study was conducted in January 2021 among healthcare workers using an online survey. A total of 2806 health workers (physicians, nurses and pharmacists) completed and returned the informed consent along with the questionnaire electronically. Data were analyzed using IBM SPSS software package version 20.0. <h4>Results</h4> More than half of the respondents (58.0%) intend to receive COVID-19 vaccine, even if the vaccination is not mandatory for them. On the other hand, 25.7% of respondents were not intending to undertake COVID-19 vaccination while 16.3 % answered undecided. The top three reasons for not intending to be vaccinated were unreliability of COVID-19 vaccine clinical trials (62.0%), fear of the side effects of the vaccine (45.3%), and that COVID-19 vaccine will not give immunity for a long period of time (23.1%). <h4>Conclusion</h4> Overall, our study revealed suboptimal acceptance of COVID-19 vaccine among healthcare workers in the 10 countries in EMRO.",2021,,,,,,PPR302340,10.1101/2021.03.20.21253892,,#93026,Elhadi 2021,"",""
Weak humoral immune reactivity among residents of long-term care facilities following one dose of the BNT162b2 mRNA COVID-19 vaccine,"Brockman, Mark; Mwimanzi, Francis; Sang, Yurou; Ng, Kurtis; Agafitei, Olga; Ennis, Siobhan; Lapointe, Hope; Young, Landon; Umviligihozo, Gisele; Burns, Laura; Brumme, Chanson; Leung, Victor; Montaner, Julio S.G.; Holmes, Daniel; DeMarco, Mari; Simons, Janet; Niikura, Masa; Pantophlet, Ralph; Romney, Marc; Brumme, Zabrina","<h4>ABSTRACT</h4> <h4>Background</h4> Several Canadian provinces are extending the interval between COVID-19 vaccine doses to increase population vaccine coverage more rapidly. However, immunogenicity of these vaccines after one dose is incompletely characterized, particularly among the elderly, who are at greatest risk of severe COVID-19. <h4>Methods</h4> We assessed SARS-CoV-2 humoral responses pre-vaccine and one month following the first dose of BNT162b2 mRNA vaccine, in 12 COVID-19 seronegative residents of long-term care facilities (median age, 82 years), 18 seronegative healthcare workers (HCW; median age, 36 years) and 4 convalescent HCW. Total antibody responses to SARS-CoV-2 nucleocapsid (N) and spike protein receptor binding domain (S/RBD) were assessed using commercial immunoassays. We quantified IgG and IgM responses to S/RBD and determined the ability of antibodies to block S/RBD binding to ACE2 receptor using ELISA. Neutralizing antibody activity was also assessed using pseudovirus and live SARS-CoV-2. <h4>Results</h4> After one vaccine dose, binding antibodies against S/RBD were ∼4-fold lower in residents compared to HCW (p<0.001). Inhibition of ACE2 binding was 3-fold lower in residents compared to HCW (p=0.01) and pseudovirus neutralizing activity was 2-fold lower (p=0.003).While six (33%) seronegative HCW neutralized live SARS-CoV-2, only one (8%) resident did (p=0.19). In contrast, convalescent HCW displayed 7- to 20-fold higher levels of binding antibodies and substantial ability to neutralize live virus after one dose. <h4>Interpretation</h4> Extending the interval between COVID-19 vaccine doses may pose a risk to the elderly due to lower vaccine immunogenicity in this group. We recommend that second doses not be delayed in elderly individuals.",2021,,,,,,PPR302339,10.1101/2021.03.17.21253773,,#93025,Brockman 2021,"",""
Isolation and Characterization of Cross-Neutralizing Coronavirus Antibodies from COVID-19+ Subjects,"Jennewein, Madeleine; MacCamy, Anna; Akins, Nicholas; Feng, Junli; Homad, Leah; Hurlburt, Nicholas; Seydoux, Emily; Wan, Yu-Hsin; Stuart, Andrew; Edara, Venkata Viswanadh; Floyd, Katharine; Vanderheiden, Abigail; Mascola, John; Doria-Rose, Nicole; Wang, Lingshu; Yang, Eun Sung; Chu, Helen; Torres, Jonathan; Ozorowski, Gabriel; Ward, Andrew; Whaley, Rachael; Cohen, Kristen; Pancera, Marie; McElrath, Juliana; Englund, Janet; Finzi, Andrés; Suthar, Mehul; McGuire, Andrew; Stamatatos, Leonidas","<h4>SUMMARY</h4> SARS-CoV-2 is one of three coronaviruses that have crossed the animal-to-human barrier in the past two decades. The development of a universal human coronavirus vaccine could prevent future pandemics. We characterized 198 antibodies isolated from four COVID19+ subjects and identified 14 SARS-CoV-2 neutralizing antibodies. One targeted the NTD, one recognized an epitope in S2 and twelve bound the RBD. Three anti-RBD neutralizing antibodies cross-neutralized SARS-CoV-1 by effectively blocking binding of both the SARS-CoV-1 and SARS-CoV-2 RBDs to the ACE2 receptor. Using the K18-hACE transgenic mouse model, we demonstrate that the neutralization potency rather than the antibody epitope specificity regulates the in vivo protective potential of anti-SARS-CoV-2 antibodies. The anti-S2 antibody also neutralized SARS-CoV-1 and all four cross-neutralizing antibodies neutralized the B.1.351 mutant strain. Thus, our study reveals that epitopes in S2 can serve as blueprints for the design of immunogens capable of eliciting cross-neutralizing coronavirus antibodies.",2021,,,,,,PPR302330,10.1101/2021.03.23.436684,,#93023,Jennewein 2021,"",""
Human CD4+ T cells specific for dominant epitopes of SARS-CoV-2 Spike and Nucleocapsid proteins with therapeutic potential,"Verhagen, Johan; Meijden, Edith Van der; Lang, Vanessa; Kremer, Andreas; Völkl, Simon; Mackensen, Andreas; Aigner, Michael; Kremer, Anita","Since December 2019, Coronavirus disease-19 (COVID-19) has spread rapidly across the world, leading to a global effort to develop vaccines and treatments. Despite extensive progress, there remains a need for treatments to bolster the immune responses in infected immunocompromised individuals, such as cancer patients who recently underwent a haematopoietic stem cell transplantation. Immunological protection against COVID-19 is mediated by both short-lived neutralising antibodies and long-lasting virus-reactive T cells. Therefore, we propose that T cell therapy may augment efficacy of current treatments. For the greatest efficacy with minimal adverse effects, it is important that any cellular therapy is designed to be as specific and directed as possible. Here, we identify T cells from COVID-19 patients with a potentially protective response to two major antigens of the SARS-CoV-2 virus, Spike and Nucleocapsid protein. By generating clones of highly virus-reactive CD4+ T cells, we were able to confirm a set of 9 immunodominant epitopes and characterise T cell responses against these. Accordingly, the sensitivity of T cell clones for their specific epitope, as well as the extent and focus of their cytokine response was examined. Moreover, by using an advanced T cell receptor (TCR) sequencing approach, we determined the paired TCR sequences of clones of interest. While these data on a limited population require further expansion for universal application, the results presented here form a crucial first step towards TCR-transgenic CD4+ T cell therapy of COVID-19.",2021,,,,,,PPR302238,10.22541/au.161654362.26820666/v1,,#93021,Verhagen 2021,"",""
The Impact of Vaccination to Control COVID-19 Burden in the United States: A Simulation Modeling Approach,"Alagoz, Oguzhan; Sethi, Ajay; Patterson, Brian; Churpek, Matthew; Alhanaee, Ghalib; Scaria, Elizabeth; Safdar, Nasia","<h4>ABSTRACT</h4> <h4>Introduction</h4> Vaccination programs aim to control the COVID-19 pandemic. However, the relative impacts of vaccine coverage, effectiveness, and capacity in the context of nonpharmaceutical interventions such as mask use and physical distancing on the spread of SARS-CoV-2 are unclear. Our objective was to examine the impact of vaccination on the control of SARS-CoV-2 using our previously developed agent-based simulation model. <h4>Methods</h4> We applied our agent-based model to replicate COVID-19-related events in 1) Dane County, Wisconsin; 2) Milwaukee metropolitan area, Wisconsin; 3) New York City (NYC). We evaluated the impact of vaccination considering the proportion of the population vaccinated, probability that a vaccinated individual gains immunity, vaccination capacity, and adherence to nonpharmaceutical interventions. The primary outcomes were the number of confirmed COVID-19 cases and the timing of pandemic control, defined as the date after which only a small number of new cases occur. We also estimated the number of cases without vaccination. <h4>Results</h4> The timing of pandemic control depends highly on vaccination coverage, effectiveness, and adherence to nonpharmaceutical interventions. In Dane County and Milwaukee, if 50% of the population is vaccinated with a daily vaccination capacity of 0.1% of the population, vaccine effectiveness of 90%, and the adherence to nonpharmaceutical interventions is 85%, controlled spread could be achieved by July 2021 and August 2021, respectively versus in March 2022 in both regions without vaccine. If adherence to nonpharmaceutical interventions increases to 70%, controlled spread could be achieved by May 2021 and April 2021 in Dane County and Milwaukee, respectively. <h4>Discussion</h4> In controlling the spread of SARS-CoV-2, the impact of vaccination varies widely depending not only on effectiveness and coverage, but also concurrent adherence to nonpharmaceutical interventions. The effect of SARS-CoV-2 variants was not considered. <h4>Primary Funding Source</h4> National Institute of Allergy and Infectious Diseases",2021,,,,,,PPR302425,10.1101/2021.03.22.21254131,,#93037,Alagoz 2021,"",""
COVID-19 and the HIV care continuum in Uganda: minimising collateral damage,"Kagimu, Enock; Martyn, Emily; Gakuru, Jane; Kasibante, John; Rutakingirwa, Morris; Kwizera, Richard; Ssebambulidde, Kenneth; Williams, Darlisha; Ellis, Jayne; Cresswell, Fiona; Meya, David","<ns3:p>The novel coronavirus, SARS-CoV-2, has spread across the world within months of its first description in Wuhan, China in December 2019, resulting in an unprecedented global health emergency. Whilst Europe and North America are the current epicentres of infection, the global health community are preparing for the potential effects of this new disease on the African continent. Modelling studies predict that factors such as  youthful and rural population may be protective in mitigating the spread of COVID-19 in the World Health Organisation (WHO) African Region, however, with 220 million infections and 4.6 million hospitalisations predicted in the first year of the pandemic alone, fragile health systems could still be placed under significant strain. Furthermore, subsequent disruptions to the provision of services for people living with HIV, or at risk of acquiring HIV, are predicted to lead to an extra 500,000 adult HIV deaths and a 2-fold increase in mother to child transmission of HIV in sub-Saharan Africa in 2020-2021. Ignoring these predictions may have severe consequences and we risk “stepping back in time” in AIDS-related deaths to numbers seen over a decade ago. Reflecting on our current experience of the COVID-19 pandemic in Uganda, we explore the potential impact of public health measures implemented to mitigate spread of COVID-19 on the HIV care continuum, and suggest areas of focus for HIV services, policy makers and governments to urgently address in order to minimise the collateral damage.</ns3:p>",2021,,,,,,PPR302534,10.12688/aasopenres.13099.2,,#93043,Kagimu 2021,"",""
Early super-spreader events are a likely determinant of novel SARS-CoV-2 variant predominance,"Goyal, Ashish; Reeves, Daniel; Schiffer, Joshua","The emergence of multiple new SARS-CoV-2 variants, characterized to varying degrees by increased infectivity, higher virulence and evasion of vaccine and infection-induced immunologic memory, has hampered international efforts to contain the virus. While it is generally believed that these variants first develop in single individuals with poor immunologic control of the virus, the factors governing variant predominance in the population remain poorly characterized. Here we present a mathematical framework for variant emergence accounting for the highly variable number of people secondarily infected by individuals with SARS-CoV-2 infection. Our simulations suggest that threatening new variants probably develop within infected people fairly commonly, but that most die out and do not achieve permanence in the population. Variants that predominate are more likely to be associated with higher infectiousness, but also the occurrence of a super-spreader event soon after introduction into the population.",2021,,,,,,PPR302927,10.1101/2021.03.23.21254185,,#93057,Goyal 2021,"",""
Low prevalence of COVID-19 Exposure is Coincident with Self-reported Compliance with Public Health Guidelines among Essential Employees at an Institute of Higher Education,"Nelson, Tracy; Fosdick, Bailey; Biela, Laurie; Schoenberg, Hayden; Mast, Sarah; McGinnis, Emma; Young, Michael; Lynn, Lori; Fahrner, Scott; Nolt, Laura; Dihle, Tina; Quicke, Kendra; Gallichotte, Emily; Fitzmeyer, Emily; Ebel, Greg; Pabilonia, Kristy; Ehrhart, Nicole; VandeWoude, Sue","<h4>Importance</h4> Detailed analysis of infection rates paired with behavioral and employee reported risk factors are vital to understanding how COVID-19 transmission may be inflamed or mitigated in the workplace. Institutes of Higher Education are heterogeneous work units that supported continued in person employment during COVID-19, providing an excellent test site for occupational health evaluation. <h4>Objective</h4> To evaluate self-reported behaviors and SARS-CoV-2 among essential in-person employees during the first six months of the COVID-19 pandemic. <h4>Design</h4> Cross-sectional, conducted from July 13-September 2, 2020. <h4>Setting</h4> Institute of Higher Education in Fort Collins, Colorado. <h4>Participants</h4> Employees identified to be an essential in-person employee during the first six months of the pandemic (1,522 invited, 1,507 qualified, 603 (40%) completed the survey). Of those completing the survey, 84.2% (508) elected to participate in blood and nasal swab sample collection to assess active SARS-CoV-2 infection via qRT-PCR, and past infection by serology (overall completion rate of 33.7%). Eligibility included > 18 years old, able to read and understand English, not currently experiencing cough, shortness of breath or difficulty breathing, fever >100.4F (38C), chills/shaking with chills, muscle pain, new or worsening headaches, sore throat or new loss of sense of taste/smell. <h4>Exposure</h4> Self-reported COVID-19 protective behaviors <h4>Main Outcome(s) and Measure(s)</h4> Current SARS-CoV-2 infection detected by qRT-PCR or previous SARS-CoV-2 infection detected by IgG SARS-CoV-2 testing platform. <h4>Results</h4> There were no qRT-PCR positive tests, and only 2 (0.39%) contained seroreactive IgG antibodies. Participants were 60% female, 90% non-Hispanic white, mean age 41 years (18-70 years). Handwashing and mask wearing were reported frequently both at work (98% and 94% respectively) and outside work (91% and 95% respectively) while social distancing was reported less frequently at work (79%) then outside of work (92%) [ p < .001 ]. Participants were more highly motivated to avoid exposures out of concern for spreading to others (83%) than for personal implications (63%) [ p < .001 ]. <h4>Conclusions and Relevance</h4> This is one of the first reports to document that complex work environments can be operated safely during the COVID-19 pandemic when employees report compliance with public health practices both at and outside work.",2021,,,,,,PPR302864,10.1101/2021.03.21.21251651,,#93054,Nelson 2021,"",""
