Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Repeated leftover serosurvey of SARS-CoV-2 IgG antibodies, Greece, March and April 2020","Bogogiannidou, Zacharoula; Vontas, Alexandros; Dadouli, Katerina; Kyritsi, Maria A.; Soteriades, Soteris; Nikoulis, Dimitrios J.; Mouchtouri, Varvara A.; Koureas, Michalis; Kazakos, Evangelos I.; Spanos, Emmanouil G.; Gioula, Georgia; Ntzani, Evangelia E.; Eleftheriou, Alexandros A.; Vatopoulos, Alkiviadis; Petinaki, Efthimia; Papaevangelou, Vassiliki; Speletas, Matthaios; Tsiodras, Sotirios; Hadjichristodoulou, Christos","A serosurvey of IgG antibodies against severe acute respiratory coronavirus 2 (SARS- CoV-2) was performed during March and April 2020. Among 6,586 leftover sera, 24 (0.36%) were positive, with higher prevalence in females, older individuals and residents of large urban areas. Seroprevalence was estimated at 0.02% and 0.25%, respectively, in March and April, infection fatality rate at 2.66% and 0.54%. Our findings confirm low COVID-19 incidence in Greece and possibly the effectiveness of early measures.",2020,,EUROSURVEILLANCE,25,31,8-13,,10.2807/1560-7917.ES.2020.25.31.2001369,,#30827,Bogogiannidou 2020,"",""
Point-of-care serological assays for delayed SARS-CoV-2 case identification among health-care workers in the UK: a prospective multicentre cohort study.,"Pallett, Scott J C; Rayment, Michael; Patel, Aatish; Fitzgerald-Smith, Sophia A M; Denny, Sarah J; Charani, Esmita; Mai, Annabelle L; Gilmour, Kimberly C; Hatcher, James; Scott, Christopher; Randell, Paul; Mughal, Nabeela; Jones, Rachael; Moore, Luke S P; Davies, Gary W","BACKGROUND: Health-care workers constitute a high-risk population for acquisition of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. Capacity for acute diagnosis via PCR testing was limited for individuals with mild to moderate SARS-CoV-2 infection in the early phase of the COVID-19 pandemic and a substantial proportion of health-care workers with suspected infection were not tested. We aimed to investigate the performance of point-of-care and laboratory serology assays and their utility in late case identification, and to estimate SARS-CoV-2 seroprevalence., METHODS: We did a prospective multicentre cohort study between April 8 and June 12, 2020, in two phases. Symptomatic health-care workers with mild to moderate symptoms were eligible to participate 14 days after onset of COVID-19 symptoms, as per the Public Health England (PHE) case definition. Health-care workers were recruited to the asymptomatic cohort if they had not developed PHE-defined COVID-19 symptoms since Dec 1, 2019. In phase 1, two point-of-care lateral flow serological assays, the Onsite CTK Biotech COVID-19 split IgG/IgM Rapid Test (CTK Bitotech, Poway, CA, USA) and the Encode SARS-CoV-2 split IgM/IgG One Step Rapid Test Device (Zhuhai Encode Medical Engineering, Zhuhai, China), were evaluated for performance against a laboratory immunoassay (EDI Novel Coronavirus COVID-19 IgG ELISA kit [Epitope Diagnostics, San Diego, CA, USA]) in 300 samples from health-care workers and 100 pre-COVID-19 negative control samples. In phase 2 (n=6440), serosurveillance was done among 1299 (93.4%) of 1391 health-care workers reporting symptoms, and in a subset of asymptomatic health-care workers (405 [8.0%] of 5049)., FINDINGS: There was variation in test performance between the lateral flow serological assays; however, the Encode assay displayed reasonable IgG sensitivity (127 of 136; 93.4% [95% CI 87.8-96.9]) and specificity (99 of 100; 99.0% [94.6-100.0]) among PCR-proven cases and good agreement (282 of 300; 94.0% [91.3-96.7]) with the laboratory immunoassay. By contrast, the Onsite assay had reduced sensitivity (120 of 136; 88.2% [95% CI 81.6-93.1]) and specificity (94 of 100; 94.0% [87.4-97.8]) and agreement (254 of 300; 84.7% [80.6-88.7]). Five (7%) of 70 PCR-positive cases were negative across all assays. Late changes in lateral flow serological assay bands were recorded in 74 (9.3%) of 800 cassettes (35 [8.8%] of 400 Encode assays; 39 [9.8%] of 400 Onsite assays), but only seven (all Onsite assays) of these changes were concordant with the laboratory immunoassay. In phase 2, seroprevalence among the workforce was estimated to be 10.6% (95% CI 7.6-13.6) in asymptomatic health-care workers and 44.7% (42.0-47.4) in symptomatic health-care workers. Seroprevalence across the entire workforce was estimated at 18.0% (95% CI 17.0-18.9)., INTERPRETATION: Although a good positive predictive value was observed with both lateral flow serological assays and ELISA, this agreement only occurred if the pre-test probability was modified by a strict clinical case definition. Late development of lateral flow serological assay bands would preclude postal strategies and potentially home testing. Identification of false-negative results among health-care workers across all assays suggest caution in interpretation of IgG results at this stage; for now, testing is perhaps best delivered in a clinical setting, supported by government advice about physical distancing., FUNDING: None. Copyright © 2020 Elsevier Ltd. All rights reserved.",2020,/,The Lancet. Respiratory medicine,,101605555,,,https://dx.doi.org/10.1016/S2213-2600(20)30315-5,32717210,#29563,Pallett 2020,"",""
"High Community SARS-CoV-2 Antibody Seroprevalence in a Ski Resort Community, Blaine County, Idaho, US. Preliminary Results.","McLaughlin, Colleen C; Doll, Margaret K; Morrison, Kathryn T; McLaughlin, William L; O'Connor, Terry; Sholukh, Anton M; Bossard, Emily L; Phasouk, Khamsone; Ford, Emily S; Diem, Kurt; Klock, Alexis M; Jerome, Keith R; Corey, Lawrence","Community-level seroprevalence surveys are needed to determine the proportion of the population with previous SARS-CoV-2 infection, a necessary component of COVID-19 disease surveillance. In May, 2020, we conducted a cross-sectional seroprevalence study of IgG antibodies for nucleocapsid of SARS-CoV-2 among the residents of Blaine County, Idaho, a ski resort community with high COVID-19 attack rates in late March and Early April (2.9% for ages 18 and older). Participants were selected from volunteers who registered via a secure web link, using prestratification weighting to the population distribution by age and gender within each ZIP Code. Participants completed a survey reporting their demographics and symptoms; 88% of volunteers who were invited to participate completed data collection survey and had 10 ml of blood drawn. Serology was completed via the Abbott Architect SARS-CoV-2 IgG immunoassay. Primary analyses estimated seroprevalence and 95% credible intervals (CI) using a hierarchical Bayesian framework to account for diagnostic uncertainty. Stratified models were run by age, sex, ZIP Code, ethnicity, employment status, and a priori participant-reported COVID-19 status. Sensitivity analyses to estimate seroprevalence included base models with post-stratification for ethnicity, age, and sex, with or without adjustment for multi-participant households. IgG antibodies to the virus that causes COVID-19 were found among 22.7% (95% CI: 20.1%, 25.5%) of residents of Blaine County. Higher levels of antibodies were found among residents of the City of Ketchum 34.8% (95% CI 29.3%, 40.5%), compared to Hailey 16.8% (95%CI 13.7%, 20.3%) and Sun Valley 19.4% (95% 11.8%, 28.4%). People who self-identified as not believing they had COVID-19 had the lowest prevalence 4.8% (95% CI 2.3%, 8.2%). The range of seroprevalence after correction for potential selection bias was 21.9% to 24.2%. This study suggests more than 80% of SARS-CoV-2 infections were not reported. Although Blaine County had high levels of SARS-CoV-2 infection, the community is not yet near the herd immunity threshold.",2020,/,medRxiv : the preprint server for health sciences,,101767986,,,https://dx.doi.org/10.1101/2020.07.19.20157198,32743610,#29773,McLaughlin 2020,"",""
"IgG Seroprevalence of COVID-19 among Individuals without a History of the Coronavirus Disease Infection in Daegu, Korea.","Song, Suk Kyoon; Lee, Duk Hee; Nam, Jun Ho; Kim, Kyung Tae; Do, Jung Suk; Kang, Dae Won; Kim, Sang Gyung; Cho, Myung Rae","BACKGROUND: Seroprevalence studies of coronavirus disease 2019 (COVID-19) from many countries have shown that the number of undiagnosed missing cases is much larger than that of confirmed cases, irrespective of seroprevalence levels. Considering the strategy of Korea entailing massive testing and contact tracing from the beginning of epidemic, the number of undiagnosed missing cases in Korea may be negligible. This study was conducted to estimate the seroprevalence of COVID-19 among individuals who were never diagnosed with COVID-19 in Daegu, the epicenter of COVID-19 epidemic in Korea., METHODS: Serologic testing for immunoglobulin G antibody based on immunochromatographic assay was conducted in 103 patients and 95 guardians aged 18 to 82 years without any history of COVID-19 diagnosis, who visited outpatient clinics of a single university-affiliated hospital from May 25 to June 5, 2020., RESULTS: The estimated seroprevalence was 7.6% (95% confidence interval, 4.3%-12.2%) with 15 positive cases. Among them, only one had a polymerase chain reaction (PCR)-confirmed case among their close contacts and 13 did not experience COVID-19-related symptoms. Seroprevalence was similar between patients and guardians. Based on this figure, the number of undiagnosed missing cases in Daegu was estimated to be a dozen times more than the number of confirmed cases based on PCR testing., CONCLUSION: Despite the limitation of a small and unrepresentative sample, this is the first study on seroprevalence of COVID-19 in Korea. Our study suggested that the number of undiagnosed missing cases was substantial even with the stringent strategy adopted in Korea, similar to that of other countries. Copyright © 2020 The Korean Academy of Medical Sciences.",2020,/,Journal of Korean medical science,35,29,e269,,https://dx.doi.org/10.3346/jkms.2020.35.e269,32715672,#29822,Song 2020,"",""
"Seroprevalence of SARS-CoV-2 and Infection Fatality Ratio, Orleans and Jefferson Parishes, Louisiana, USA, May 2020.","Feehan, Amy K; Fort, Daniel; Garcia-Diaz, Julia; Price-Haywood, Eboni; Velasco, Cruz; Sapp, Eric; Pevey, Dawn; Seoane, Leonardo","Using a novel recruitment method and paired molecular and antibody testing for severe acute respiratory syndrome coronavirus 2 infection, we determined seroprevalence in a racially diverse municipality in Louisiana, USA. Infections were highly variable by ZIP code and differed by race/ethnicity. Overall census-weighted seroprevalence was 6.9%, and the calculated infection fatality ratio was 1.63%.",2020,/,Emerging infectious diseases,26,11,,,https://dx.doi.org/10.3201/eid2611.203029,32731911,#29543,Feehan 2020,"",""
SARS-CoV-2 infection among healthcare workers of a gastroenterological service in a tertiary care facility.,"Kassem, Abdel Meguid; Talaat, Hala; Shawky, Shereen; Fouad, Rabab; Amer, Khaled; Elnagdy, Tarek; Hassan, Wael A; Tantawi, Omnia; Abdelmoniem, Reham; Gaber, Yasmine; Badary, Hedy A; Musa, Sherief","BACKGROUND AND STUDY AIMS: Frontlines healthcare workers (HCWs) during the coronavirus disease 2019 (COVID-19) pandemic are at increased risk of infection by SARS-CoV-2, but there are limited data on the prevalence of COVID-19 among HCWs in Egypt. This study aimed to assess SARS-CoV-2 infection among HCWs providing gastroenterological services., SUBJECTS AND METHODS: Seventy-four HCWs at the gastroenterological service of Al-Manial University Hospital, the main hospital of the largest tertiary university hospitals complex in Egypt (Kasr Al-Ainy Faculty of Medicine, Cairo University) were tested using real-time reverse transcription-polymerase chain reaction (RT-PCR) on nasopharyngeal samples, and rapid serological IgM/IgG tests (RST). A questionnaire was used to collect demographic, occupational and clinical data., RESULTS: Of the 74 HCWs, 10 tested positive by RT-PCR (13.5%). In 9/74 (12.2%) HCWs, antibodies could be detected by RST: three with both IgM and IgG lines; six with IgM line only and none with IgG line only. Frequency of positive tests was more among subjects with minor symptoms compared to completely asymptomatic HCWs (50% vs 16.1%, respectively). Neither age, gender or occupation was a risk factor for SARS-CoV-2 infection., CONCLUSIONS: Point prevalence of COVID-19 in gastroenterology HCWs is 13.5% by RT-PCR. Continued measures are warranted to assure HCWs safety and reduce transmission from healthcare settings to the community during COVID-19 pandemic. Presence of positive test results among asymptomatic HCWs illustrates the importance of screening all HCWs irrespective of symptoms. Copyright © 2020 Pan-Arab Association of Gastroenterology. Published by Elsevier B.V. All rights reserved.",2020,/,Arab journal of gastroenterology : the official publication of the Pan-Arab Association of Gastroenterology,,101298363,,,https://dx.doi.org/10.1016/j.ajg.2020.07.005,32732168,#29415,Kassem 2020,"",""
"Seroprevalence of immunoglobulin M and G antibodies against SARS-CoV-2 in China (vol 76, pg 151, 2020)","Xu, Xin; Sun, Jian; Nie, Sheng; Li, Huiyuan; Kong, Yaozhong; Liang, Min; Hou, Jinlin; Huang, Xianzhong; Li, Dongfeng; Ma, Tean; Peng, Jiaqing; Gao, Shikui; Shao, Yong; Zhu, Hong; Lau, Johnson Yiu-Nam; Wang, Guangyu; Xie, Chunbao; Jiang, Li; Huang, Ailong; Yang, Zhenglin; Zhang, Kang; Hou, Fan Fan",An amendment to this paper has been published and can be accessed via a link at the top of the paper.,,,NATURE MEDICINE,,,,,10.1038/s41591-020-1058-2,,#30884,,"",""
"SARS-CoV-2 IgG seroprevalence in blood donors located in three different federal states, Germany, March to June 2020.","Fischer, Bastian; Knabbe, Cornelius; Vollmer, Tanja","Most cases of coronavirus disease 2019 are mild or asymptomatic. Therefore, many cases remain unrecorded. We determined seroprevalence of IgG antibodies against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in 3,186 regular blood donors in three German federal states between 9 March and 3 June 2020. The IgG seroprevalence was 0.91% (95% confidence interval (CI): 0.58-1.24) overall, ranging from 0.66% (95% CI: 0.13-1.19) in Hesse to 1.22% (95% CI: 0.33-2.10) in Lower-Saxony.",2020,/,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,25,28,,,https://dx.doi.org/10.2807/1560-7917.ES.2020.25.28.2001285,32700672,#29795,Fischer 2020,"",""
Seroprevalence of COVID-19 antibodies in the cleaning and oncological staff of a municipal clinic.,"Epstude, Jorg; Harsch, Igor Alexander","Aim: To prevent shedding of the novel COVID-19 virus in hospitals, strict hygiene measures and surveillance of the staff and patients is mandatory. Studying the available literature, we assumed that monitoring of the cleaning staff may sometimes be a ""blind spot"" in surveillance. Although the cleaning personnel is not entrusted with the medical and nursing care of patients, the extent of patient contacts in this group may be comparable to medical personnel and even increase in times of a visit ban in many hospitals. The aim of this study was to investigate the prevalence of COVID-19 infections already undergone in this group. Methods: Antibody titers (IgA and IgG) against COVID-19 were measured in the cleaning staff from June 15th to 30th, 2020 in our clinic. Antibodies against COVID-19 were determined using ELISA (EUROIMMUN TM, PerkinElmer, Inc. Company). For purposes of comparison, the same procedure was performed in the staff of the oncology ward, who were regarded as an important group due to their high-risk patients. Results: During the study period, 45 members of the cleaning staff and 20 members of the oncology ward were tested. Significantly elevated IgA antibody titers were detected in 1 person in the first group and in 1 person in the second group. Significantly elevated IgG antibody titers were not detected in the first group and in 1 person of the second group. In case of positive or indeterminate testing, swabs for direct virus detection were taken, but were negative in all cases. Conclusion:  The prevalence of already undergone infections in both groups is low, as to be expected due to the still low incidence of COVID-19 infections in the German federal state of Thuringia. However, the presence of such antibodies in the cleaning personnel demonstrates the need for equally strict surveillance in this group. Copyright © 2020 Epstude et al.",2020,/,GMS hygiene and infection control,15,101609519,Doc18,,https://dx.doi.org/10.3205/dgkh000353,32733782,#29737,Epstude 2020,"",""
High Prevalence of Asymptomatic COVID-19 Infection in Hemodialysis Patients Detected Using Serologic Screening.,"Clarke, Candice; Prendecki, Maria; Dhutia, Amrita; Ali, Mahrukh A; Sajjad, Hira; Shivakumar, Oshini; Lightstone, Liz; Kelleher, Peter; Pickering, Matthew C; Thomas, David; Charif, Rawya; Griffith, Megan; McAdoo, Stephen P; Willicombe, Michelle","BACKGROUND: Strategies to minimize the risk of transmission and acquisition of COVID-19 infection in patients with ESKD receiving in-center hemodialysis have been rapidly implemented across the globe. Despite these interventions, confirmed COVID-19 infection rates have been high in the United Kingdom. Prevalence of asymptomatic disease in an adult hemodialysis population has not been reported. Also, to our knowledge, the development of humoral response to SARS-CoV-2 has not been previously reported in this population. Although serologic testing does not provide information on the infectivity of patients, seroprevalence studies may enable investigation of exposure within dialysis units and hence, assessment of current screening strategies., METHODS: To investigate the seroprevalence of SARS-CoV-2 antibodies in a hemodialysis population, we used the Abbott IgG assay with the Architect system to test serum samples from 356 patients receiving in-center hemodialysis for SARS-CoV-2 antibodies., RESULTS: Of 356 patients, 121 had been symptomatic when screened before a dialysis session and received an RT-PCR test; 79 (22.2% of the total study population) tested positive for COVID-19. Serologic testing of all 356 patients found 129 (36.2%) who tested positive for SARS-CoV-2 antibodies. Only two patients with PCR-confirmed infection did not seroconvert. Of the 129 patients with SARS-CoV-2 antibodies, 52 (40.3%) had asymptomatic disease or undetected disease by PCR testing alone., CONCLUSIONS: We found a high seroprevalence of SARS-CoV-2 antibodies in patients receiving in-center hemodialysis. Serologic evidence of previous infection in asymptomatic or PCR-negative patients suggests that current diagnostic screening strategies may be limited in their ability to detect acute infection. Copyright © 2020 by the American Society of Nephrology.",2020,/,Journal of the American Society of Nephrology : JASN,31,9,1969-1975,,https://dx.doi.org/10.1681/ASN.2020060827,32732391,#29635,Clarke 2020,"",""
"Screening of SARS-CoV-2 in 299 Hospitalized Children with Hemato-oncological Diseases: A Multicenter Survey in Hubei, China","Wang, Song-mi; Tao, Fang; Hou, Yan; Zhang, Ai; Xiong, Hao; Sun, Jun-jie; Luo, Xiao-ping; Hao, Yan; Li, Jian-xin; Hu, Qun; Liu, Ai-guo","The SARS-CoV-2 infection status of hospitalized children was surveyed in the department of pediatric hematology and oncology in three different hospitals of epidemic areas in Hubei, China. A cross-sectional study was performed to investigate the clinical characteristics, lung CT scan, SARS-CoV-2 nucleic acid test and serum antibodies of hospitalized children with hemato-oncological diseases from January 23 to April 24, 2020. 299 children were enrolled in this study, including 176 males (58.9%) and 123 females (41.1%), aged from 2 months to 16 years. 255 cases (85.3%) received chemotherapy or other immunosuppressive therapies, and there were 44 cases (14.7%) of other benign diseases. Nucleic acid test was performed on 258 children (86.3%) and one case was positive. 163 cases (54.5%) were tested for serum antibodies, and all of them were negative. Lung CT scan was performed on 247 children (82.6%), and 107 of them showed infectious changes. Only one case (0.33%) of COVID-19 was diagnosed in the group. The prevalence rate of COVID-19 in enrolled children with hemato-oncological diseases in Hubei was 0.33%. Immunosuppressed patients are not prone to produce related antibodies. Comprehensive protective measures and ward management can reduce the risk of SARS-CoV-2 infection in the group patients.",,,CURRENT MEDICAL SCIENCE,,,,,10.1007/s11596-020-2228-7,,#30834,,"",""
"Population Point Prevalence of SARS-CoV-2 Infection Based on a Statewide Random Sample - Indiana, April 25-29, 2020.","Menachemi, Nir; Yiannoutsos, Constantin T; Dixon, Brian E; Duszynski, Thomas J; Fadel, William F; Wools-Kaloustian, Kara K; Unruh Needleman, Nadia; Box, Kristina; Caine, Virginia; Norwood, Connor; Weaver, Lindsay; Halverson, Paul K","Population prevalence of persons infected with SARS-CoV-2, the virus that causes coronavirus disease 2019 (COVID-19), varies by subpopulation and locality. U.S. studies of SARS-CoV-2 infection have examined infections in nonrandom samples (1) or seroprevalence in specific populations* (2), which are limited in their generalizability and cannot be used to accurately calculate infection-fatality rates. During April 25-29, 2020, Indiana conducted statewide random sample testing of persons aged >=12 years to assess prevalence of active infection and presence of antibodies to SARS-CoV-2; additional nonrandom sampling was conducted in racial and ethnic minority communities to better understand the impact of the virus in certain racial and ethnic minority populations. Estimates were adjusted for nonresponse to reflect state demographics using an iterative proportional fitting method. Among 3,658 noninstitutionalized participants in the random sample survey, the estimated statewide point prevalence of active SARS-CoV-2 infection confirmed by reverse transcription-polymerase chain reaction (RT-PCR) testing was 1.74% (95% confidence interval [CI] = 1.10-2.54); 44.2% of these persons reported no symptoms during the 2 weeks before testing. The prevalence of immunoglobulin G (IgG) seropositivity, indicating past infection, was 1.09% (95% CI = 0.76-1.45). The overall prevalence of current and previous infections of SARS-CoV-2 in Indiana was 2.79% (95% CI = 2.02-3.70). In the random sample, higher overall prevalences were observed among Hispanics and those who reported having a household contact who had previously been told by a health care provider that they had COVID-19. By late April, an estimated 187,802 Indiana residents were currently or previously infected with SARS-CoV-2 (9.6 times higher than the number of confirmed cases [17,792]) (3), and 1,099 residents died (infection-fatality ratio = 0.58%). The number of reported cases represents only a fraction of the estimated total number of infections. Given the large number of persons who remain susceptible in Indiana, adherence to evidence-based public health mitigation and containment measures (e.g., social distancing, consistent and correct use of face coverings, and hand hygiene) is needed to reduce surge in hospitalizations and prevent morbidity and mortality from COVID-19.",2020,/,MMWR. Morbidity and mortality weekly report,69,29,960-964,,https://dx.doi.org/10.15585/mmwr.mm6929e1,32701938,#29786,Menachemi 2020,"",""
SARS-CoV-2 specific serological pattern in healthcare workers of an Italian COVID-19 forefront hospital,"Sotgiu, Giovanni; Barassi, Alessandra; Miozzo, Monica; Saderi, Laura; Piana, Andrea; Orfeo, Nicola; Colosio, Claudio; Felisati, Giovanni; Davi, Matteo; Gerli, Alberto Giovanni; Centanni, Stefano","Background COVID-19 is an infectious disease caused by a novel coronavirus (SARS-CoV-2). The immunopathogenesis of the infection is currently unknown. Healthcare workers (HCWs) are at highest risk of infection and disease. Aim of the study was to assess the sero-prevalence of SARS-CoV-2 in an Italian cohort of HCWs exposed to COVID-19 patients. Methods A point-of-care lateral flow immunoassay (BioMedomics IgM-IgG Combined Antibody Rapid Test) was adopted to assess the prevalence of IgG and IgM against SARS-CoV-2. It was ethically approved (”Milano Area 1” Ethical Committee prot. n. 2020/ST/057). Results A total of 202 individuals (median age 45 years; 34.7% males) were retrospectively recruited in an Italian hospital (Milan, Italy). The percentage (95% CI) of recruited individuals with IgM and IgG were 14.4% (9.6-19.2%) and 7.4% (3.8-11.0%), respectively. IgM were more frequently found in males (24.3%), and in individuals aged 20-29 (25.9%) and 60-69 (30.4%) years. No relationship was found between exposure to COVID-19 patients and IgM and IgG positivity. Conclusions The present study did show a low prevalence of SARS-CoV-2 IgM in Italian HCWs. New studies are needed to assess the prevalence of SARS-CoV-2 antibodies in HCWs exposed to COVID-19 patients, as well the role of neutralizing antibodies.",2020,,BMC PULMONARY MEDICINE,20,1,,,10.1186/s12890-020-01237-0,,#30695,Sotgiu 2020,"",""
"Investigation and serologic follow-up of contacts of early confirmed case-patient with COVID-19, Washington, USA",Chu V.T.; Freeman-Ponder B.; Lindquist S.; Spitters C.; Kawakami V.; Dyal J.W.; Clark S.; Bruce H.; Duchin J.S.; DeBolt C.; Podczervinski S.; D'Angeli M.; Pettrone K.; Zacks R.; Vahey G.; Holshue M.L.; Lang M.; Burke R.M.; Rolfes M.A.; Marlow M.; Midgley C.M.; Lu X.; Lindstrom S.; Hall A.J.; Fry A.M.; Thornburg N.J.; Gerber S.I.; Pillai S.K.; Biggs H.M. ,"We describe the contact investigation for an early confirmed case of coronavirus disease (COVID-19), caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), in the United States. Contacts of the case-patient were identified, actively monitored for symptoms, interviewed for a detailed exposure history, and tested for SARS-CoV-2 infection by real-time reverse transcription PCR (rRT-PCR) and ELISA. Fifty contacts were identified and 38 (76%) were interviewed, of whom 11 (29%) reported unprotected face-to-face interaction with the case-patient. Thirty-seven (74%) had respiratory specimens tested by rRT-PCR, and all tested negative. Twenty-three (46%) had ELISA performed on serum samples collected =6 weeks after exposure, and none had detectable antibodies to SARS-CoV-2. Among contacts who were tested, no secondary transmission was identified in this investigation, despite unprotected close interactions with the infectious case-patient.Copyright © 2020 Centers for Disease Control and Prevention (CDC). All rights reserved.",2020,/,Emerging Infectious Diseases,26,8,1671-1678,,http://dx.doi.org/10.3201/eid2608.201423,2007140366,#29049,Chu 2020,"",""
Serosurvey of SARS-CoV-2 among hospital visitors in China.,"Liang, Wenhua; Lin, Yongping; Bi, Jianping; Li, Jianfu; Liang, Ying; Wong, Sook-San; Zanin, Mark; Yang, Zifeng; Li, Caichen; Zhong, Ran; Jiang, Guowu; Han, Guang; Hu, Desheng; He, Jianxing; Zhong, Nanshan",,2020,/,Cell research,,"cv4, 9425763",,,https://dx.doi.org/10.1038/s41422-020-0371-0,32686766,#24179,Liang 2020,"",""
"Seroprevalence of Antibodies to SARS-CoV-2 in 10 Sites in the United States, March 23-May 12, 2020.","Havers, Fiona P; Reed, Carrie; Lim, Travis; Montgomery, Joel M; Klena, John D; Hall, Aron J; Fry, Alicia M; Cannon, Deborah L; Chiang, Cheng-Feng; Gibbons, Aridth; Krapiunaya, Inna; Morales-Betoulle, Maria; Roguski, Katherine; Rasheed, Mohammad Ata Ur; Freeman, Brandi; Lester, Sandra; Mills, Lisa; Carroll, Darin S; Owen, S Michele; Johnson, Jeffrey A; Semenova, Vera; Blackmore, Carina; Blog, Debra; Chai, Shua J; Dunn, Angela; Hand, Julie; Jain, Seema; Lindquist, Scott; Lynfield, Ruth; Pritchard, Scott; Sokol, Theresa; Sosa, Lynn; Turabelidze, George; Watkins, Sharon M; Wiesman, John; Williams, Randall W; Yendell, Stephanie; Schiffer, Jarad; Thornburg, Natalie J","Importance: Reported cases of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection likely underestimate the prevalence of infection in affected communities. Large-scale seroprevalence studies provide better estimates of the proportion of the population previously infected., Objective: To estimate prevalence of SARS-CoV-2 antibodies in convenience samples from several geographic sites in the US., Design, Setting, and Participants: This cross-sectional study performed serologic testing on a convenience sample of residual sera obtained from persons of all ages. The serum was collected from March 23 through May 12, 2020, for routine clinical testing by 2 commercial laboratory companies. Sites of collection were San Francisco Bay area, California; Connecticut; south Florida; Louisiana; Minneapolis-St Paul-St Cloud metro area, Minnesota; Missouri; New York City metro area, New York; Philadelphia metro area, Pennsylvania; Utah; and western Washington State., Exposures: Infection with SARS-CoV-2., Main Outcomes and Measures: The presence of antibodies to SARS-CoV-2 spike protein was estimated using an enzyme-linked immunosorbent assay, and estimates were standardized to the site populations by age and sex. Estimates were adjusted for test performance characteristics (96.0% sensitivity and 99.3% specificity). The number of infections in each site was estimated by extrapolating seroprevalence to site populations; estimated infections were compared with the number of reported coronavirus disease 2019 (COVID-19) cases as of last specimen collection date., Results: Serum samples were tested from 16025 persons, 8853 (55.2%) of whom were women; 1205 (7.5%) were 18 years or younger and 5845 (36.2%) were 65 years or older. Most specimens from each site had no evidence of antibodies to SARS-CoV-2. Adjusted estimates of the proportion of persons seroreactive to the SARS-CoV-2 spike protein antibodies ranged from 1.0% in the San Francisco Bay area (collected April 23-27) to 6.9% of persons in New York City (collected March 23-April 1). The estimated number of infections ranged from 6 to 24 times the number of reported cases; for 7 sites (Connecticut, Florida, Louisiana, Missouri, New York City metro area, Utah, and western Washington State), an estimated greater than 10 times more SARS-CoV-2 infections occurred than the number of reported cases., Conclusions and Relevance: During March to early May 2020, most persons in 10 diverse geographic sites in the US had not been infected with SARS-CoV-2 virus. The estimated number of infections, however, was much greater than the number of reported cases in all sites. The findings may reflect the number of persons who had mild or no illness or who did not seek medical care or undergo testing but who still may have contributed to ongoing virus transmission in the population.",2020,/,JAMA internal medicine,,101589534,,,https://dx.doi.org/10.1001/jamainternmed.2020.4130,32692365,#24174,Havers 2020,Christian Cao (2020-07-27 15:49:04)(Select): This is the study Michael sent to the research team gc; ,""
Seroconversion of immunoglobulins to SARS-CoV2 in patients with inflammatory bowel disease patients treated by biologics.,"Fumery, Mathurin; Matias, Clement; Brochot, Etienne",,2020,/,Journal of Crohn's & colitis,,101318676,,,https://dx.doi.org/10.1093/ecco-jcc/jjaa154,32697842,#24231,Fumery 2020,"",""
Exposure and seroconversion to severe acute respiratory syndrome coronavirus 2 among obstetrical healthcare providers following a contained outbreak,Kiefer M.K.; McKiever M.E.; Russo J.R.; Ma'ayeh M.; Gee S.E.; Smith D.D.; Kniss D.A.; Cackovic M.; Costantine M.M.; Landon M.B.; Rood K.M.,,2020,,Am. J. Obstet. Gynecol.,,"(Kiefer, McKiever, Russo, Ma'ayeh, Gee, Smith, Kniss, Cackovic, Costantine, Landon, Rood) Division of Maternal-Fetal Medicine, Department of Obstetrics and Gynecology, The Ohio State University College of Medicine, 395 West 12th Avenue, 5th Floor, Columbu",,,10.1016/j.ajog.2020.06.029,,#28119,Kiefer 2020,"",""
