Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Antibody response using six different serological assays in a completely PCR-tested community after a COVID-19 outbreak - The CoNAN study.,"Weis, Sebastian; Scherag, Andre; Baier, Michael; Kiehntopf, Michael; Kamradt, Thomas; Kolanos, Steffi; Ankert, Juliane; Glockner, Stefan; Makarewicz, Oliwia; Hagel, Stefan; Bahrs, Christina; Kimmig, Aurelia; Proquitte, Hans; Guerra, Joel; Rimek, Dagmar; Loffler, Bettina; Pletz, Mathias W; CoNAN study group; Local Cooperation partners","OBJECTIVES: Due to a substantial proportion of asymptomatic and mild courses, many SARS-CoV-2 infections remain unreported. Therefore, assessment of seroprevalence may detect the real burden of disease. We aimed at determining and characterizing the rate of SARS-CoV-2 infections and the resulting seroprevalence in a defined population. The primary objective of the study was to assess SARS-CoV-2 antibody seroprevalence using six different IgG detecting immunoassays. Secondary objectives of the study were: i.) to determine potential risk factors for symptomatic vs. asymptomatic Covid19 courses; ii.) to investigate the rate of virus RNA-persistence., METHODS: CoNAN is a population-based cohort study performed in the community Neustadt am Rennsteig, Germany that was quarantined from March 22nd to April 5th after six SARS-CoV-2 cases were detected in the villages' population. The SARS-CoV-2 outbreak compromised 51 cases and 3 deaths. The CoNAN study was performed from May 13th to May 22nd 2020 six weeks after a SARS-CoV-2 outbreak., RESULTS: We enrolled a total of 626 participants (71% of the community population) for PCR- and antibody testing in the study. All actual SARS-CoV-2 PCR tests were negative. Fifty-two out of 620 (8.4%) participants had antibodies against SARS-CoV-2 in at least two different assays. There were 38 participants with previously PCR-confirmed SARS-CoV-2 infection. Of those, only 19 (50%) displayed anti-SARS-CoV-2 antibodies. We also show that antibody positive participants with symptoms compatible with a respiratory tract infection had significantly higher antibody levels then asymptomatic participants (EU-assay: Median 2.9 vs. 7.2 IgG-index, p=0.002; DS-assay: Median 45.2 vs. 143 AU/mL, p=0.002). Persisting viral replication was not detected., CONCLUSIONS: Our data question the relevance and reliability of IgG antibody testing to detect past SARS-CoV-2 infections six weeks after an outbreak. We conclude that assessing immunity for SARS-CoV-2 infection should not only rely on antibody tests. Copyright © 2020 The Author(s). Published by Elsevier Ltd.. All rights reserved.",2020,/,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,,"dy9, 9516420",,,https://dx.doi.org/10.1016/j.cmi.2020.11.009,33221432,#62980,Weis 2020,"",""
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) universal screening in gravids during labor and delivery.,"Saviron-Cornudella, Ricardo; Villalba, Ana; Zapardiel, Javier; Andeyro-Garcia, Mercedes; Esteban, Luis M; Perez-Lopez, Faustino R","OBJECTIVE: To screen pregnant women at risk of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection during delivery using reverse-transcription polymerase chain reaction (RT-PCR) test and serum immunoglobulin (Ig) testing., METHOD: Between March 31st and August 31st of 2020, consecutive pregnant women admitted for labor and delivery in a single hospital were screened for SARS-CoV-2 with nasopharyngeal RT-PCR swab tests and detection of serum IgG and IgM., RESULTS: We studied 266 pregnant women admitted for labor and delivery. The prevalence of acute or past SARS-CoV-2 infection was 9.0 %, including (i) two cases with respiratory symptoms of SARS-Co-V-2 infection and positive RT-PCR; (ii) four asymptomatic women with positive RT-PCR without clinical symptoms and negative serological tests between two and 15 weeks later; and (iii) two women with false positive RT-PCR due to technical problems. All newborns of the 6 pregnant women with RT-PCR positive had negative RT-PCR and did not require Neonatal Intensive Care Unit admission. There were eighteen asymptomatic women with positive serological IgG tests and negative RT-PCR., CONCLUSION: In our cohort of gravids, we found 2.2 % of women with positive RT-PRC tests and 6.7 % with positive serological tests during the first wave of the SARS-CoV-2 pandemic. Copyright © 2020. Published by Elsevier B.V.",2020,/,"European journal of obstetrics, gynecology, and reproductive biology",256,"e4l, 0375672",400-404,,https://dx.doi.org/10.1016/j.ejogrb.2020.11.069,33285496,#63439,Saviron-Cornudella 2020,"",""
Antibodies against SARS-CoV-2 among health care workers in a country with low burden of COVID-19.,"Psichogiou, Mina; Karabinis, Andreas; Pavlopoulou, Ioanna D; Basoulis, Dimitrios; Petsios, Konstantinos; Roussos, Sotirios; Pratikaki, Maria; Jahaj, Edison; Protopapas, Konstantinos; Leontis, Konstantinos; Rapti, Vasiliki; Kotanidou, Anastasia; Antoniadou, Anastasia; Poulakou, Garyphallia; Paraskevis, Dimitrios; Sypsa, Vana; Hatzakis, Angelos","INTRODUCTION: Greece is a country with limited spread of SARS-CoV-2 and cumulative infection attack rate of 0.12% (95% CI 0.06-0.26). Health care workers (HCWs) are a well-recognized risk group for COVID-19. The study aimed to estimate the seroprevalence of antibodies to SARS-CoV-2 in a nosocomial setting and assess potential risk factors., METHODS: HCWs from two hospitals participated in the study. Hospital-1 was a tertiary university affiliated center, involved in the care of COVID-19 patients while hospital-2 was a tertiary specialized cardiac surgery center not involved in the care of these patients. A validated, CE, rapid, IgM/IgG antibody point-of-care test was used. Comparative performance with a reference globally available assay was assessed., RESULTS: 1,495 individuals consented to participate (response rate 77%). The anti-SARS-CoV-2 weighted prevalence was 1.26% (95% CI 0.43, 3.26) overall and 0.53% (95% CI 0.06, 2.78) and 2.70% (95% CI 0.57, 9.19) in hospital-1 and hospital-2, respectively although the study was underpowered to detect statistically significant differences. The overall, hospital-1, and hospital-2 seroprevalence was 10, 4 and 22 times higher than the estimated infection attack rate in general population, respectively. Suboptimal use of personal protective equipment was noted in both hospitals., CONCLUSIONS: These data have implications for the preparedness of a second wave of COVID-19 epidemic, given the low burden of SARS-CoV-2 infection rate, in concordance with national projections.",2020,/,PloS one,15,12,e0243025,,https://dx.doi.org/10.1371/journal.pone.0243025,33270691,#62695,Psichogiou 2020,"",""
Mass SARS-CoV-2 serological screening for the Principality of Andorra,"Royo-Cebrecos, Cristina; Vilanova, David; López, Joel; Arroyo, Vanessa; Francisco, Guillem; Pons, Marc; Carrasco, Mireia; Piqué, Josep; Sanz, Sergi; Dobaño, Carlota; García-Basteiro, Alberto",,2020,,,,,,PPR248348,10.21203/rs.3.rs-119323/v1,,#65699,Royo-Cebrecos 2020,"",""
Impact of SARS-CoV-2 Infection on Patients with Cancer: Retrospective and Transversal Studies in Spanish Population.,"Garde-Noguera, Javier; Fernandez-Murga, M Leonor; Giner-Bosch, Vicent; Dominguez-Marquez, Victoria; Sanchez, Jose Garcia; Soler-Cataluna, Juan Jose; Lopez Chulia, Franscica; Honrubia, Beatriz; Piera, Nuria; Llombart-Cussac, Antonio","BACKGROUND: Studies of patients with cancer affected by coronavirus disease 2019 (COVID-19) are needed to assess the impact of the disease in this sensitive population, and the influence of different cancer treatments on the COVID-19 infection and seroconversion., MATERIAL AND METHODS: We performed a retrospective analysis of all patients hospitalized with RT-PCR positive for COVID-19 in our region to assess the prevalence of cancer patients and describe their characteristics and evolution (Cohort 1). Concurrently, a transversal study was carried out in patients on active systemic cancer treatment for symptomatology and seroprevalence (IgG/IgM by ELISA-method) against Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) (Cohort 2)., RESULTS: A total of 215 patients (Cohort 1) were admitted to hospital with a confirmed COVID-19 infection between February 28 and April 30, 2020, and 17 died (7.9%). A medical record of cancer was noted in 43 cases (20%), 6 of them required Intensive care unit ICU attention (14%), and 7 died (16%). There were thirty-six patients (83%) who tested IgG/IgM positive for SARS-CoV-2. Patients on immunosuppressive therapies presented a lower ratio of seroconversion (40% vs. 8%; p = 0.02). In Cohort 2, 166 patients were included in a symptoms-survey and tested for SARS-CoV-2. Any type of potential COVID-19-related symptom was referred up to 67.4% of patients (85.9% vs. 48.2% vs. 73.9%, for patients on chemotherapy, immunotherapy and targeted therapies respectively, p < 0.05). The seroprevalence ratio was 1.8% for the whole cohort with no significant differences by patient or treatment characteristics., CONCLUSION: Patients with cancer present higher risks for hospital needs for COVID-19 infection. The lack of SARS-CoV-2 seroconversion may be a concern for patients on immunosuppressive therapies. Patients receiving systematic therapies relayed a high rate of potentially COVID-19-related symptoms, particularly those receiving chemotherapy. However, the seroconversion rate remains low and in the range of general population.",2020,/,Cancers,12,12,,,https://dx.doi.org/10.3390/cancers12123513,33255856,#62871,Garde-Noguera 2020,"",""
Prevalence of SARS-CoV-2 IgG antibodies in an area of North-eastern Italy with a high incidence of COVID-19 cases: a population-based study.,"Stefanelli, Paola; Bella, Antonino; Fedele, Giorgio; Pancheri, Serena; Leone, Pasqualina; Vacca, Paola; Neri, Arianna; Carannante, Anna; Fazio, Cecilia; Benedetti, Eleonora; Fiore, Stefano; Fabiani, Concetta; Simmaco, Maurizio; Santino, Iolanda; Zuccali, Maria Grazia; Bizzarri, Giancarlo; Magnoni, Rosa; Benetollo, Pier Paolo; Merler, Stefano; Brusaferro, Silvio; Rezza, Giovanni; Ferro, Antonio","OBJECTIVES: A seroprevalence study of SARS-CoV-2 was conducted in a high-incidence area located in North-eastern Italy., METHODS: All citizens above ten years of age resident in 5 municipalities of the Autonomous Province of Trento, with the highest incidence of COVID-19 cases, were invited to participate in the study. Overall, among 6098 participants, 6075 sera and a standardized questionnaire administered face-to-face were collected between May 5 and 15, 2020 and examined. Symptomatic individuals and their family contacts were tested by RT-PCR. Anti-SARS-CoV-2 antibodies were detected using an Abbott SARS-CoV-2 IgG assay which was performed on the Abbott Architect i2000SR automated analyzer. Seroprevalence was calculated as the proportion of positive people on the total number of tested. A multivariable logistic regression model was performed to assess the relationship between seropositive versus seronegative individuals for a set of explanatory variables., RESULTS: A total of 1402 participants were positives for IgG antibodies against SARS-CoV-2, with a prevalence of 23.1% (1402/6075). The highest prevalence was found in the age class 40-49 years. Overall, 34.4% (2096/6098) of the participants reported at least 1 symptom. The ratio between reported cases identified by molecular test and those resulting seropositive was 1:3, with a maximum ratio of about 1:7 in the age group <20 years and a minimum around 1:1 in those >70 years old. The infection fatality rate was 2.5% (35/1402). Among the symptoms, anosmia and ageusia were strongly associated with seropositivity., CONCLUSIONS: The estimated seroprevalence of 23% was 3-fold higher than the number of cases reported in the COVID-19 Integrated Surveillance data in the study area. This may be explained in part by a relatively high number of individuals presenting mild or no illness, especially of younger age, and/or who did not seek medical care or testing, but who may contribute to virus transmission in the community. Copyright © 2020 The Author(s). Published by Elsevier Ltd.. All rights reserved.",2020,/,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,,"dy9, 9516420",,,https://dx.doi.org/10.1016/j.cmi.2020.11.013,33253941,#63188,Stefanelli 2020,"",""
Prevalence of SARS-CoV-2 IgG antibodies in a large prospective cohort study of elite football players in Germany (May-June 2020): implications for a testing protocol in asymptomatic individuals and estimation of the rate of undetected cases.,"Mack, Dietrich; Gartner, Barbara Christine; Rossler, Annika; Kimpel, Janine; Donde, Katrin; Harzer, Oliver; Krutsch, Werner; von Laer, Dorothee; Meyer, Tim","OBJECTIVES: Elite professional football players and staff are a unique group that might give insight into the epidemiology of SARS-CoV-2 infections in Germany and thus can serve as a model for a geographical distribution and an estimation of undetected infections., METHODS: In this prospective cohort study seroprevalence was determined twice in May and June 2020 in players and staff from German Bundesliga. As screening assays a commercial ELISA (Euroimmun) and a CLIA (Roche) was used and an in-house neutralisation assay (NT) as gold standard. Participants were tested twice weekly using PCR from nasopharyngeal and/or oropharyngeal swabs., RESULTS: Seroprevalence (NT used as confirmation) in 2,164 samples from 1,184 players and staff was rather similar in May (23/1157 (1.99%)) and in June (21/1007 (2.09%)). All participants were PCR negative during the study period. Significant regional differences in seroprevalence were not observed. When comparing seroprevalence with the cumulative incidence of infections derived from the German notification system (subgroup matching to cohort; men, age: 20-69), IgG was found 8-10 times more frequently, pointing to a high rate of undetected infections. ELISA and CLIA correlated only moderately (Kappa 0.52)., CONCLUSIONS: Seroprevalence with high quality diagnostic in Germany seemed to be around 2%. The number of undetected infections seems to be 8-10 times higher than notification data. Quality of antibody assays is rather variable, thus results should ideally be confirmed at least by a second assay to prove IgG positivity. Copyright © 2020 European Society of Clinical Microbiology and Infectious Diseases. Published by Elsevier Ltd. All rights reserved.",2020,/,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,,"dy9, 9516420",,,https://dx.doi.org/10.1016/j.cmi.2020.11.033,33285279,#63435,Mack 2020,"",""
Prospective Sero-epidemiological Evaluation of SARS-CoV-2 among Health Care Workers in a German Secondary Care Hospital,Herzberg J.; Vollmer T.; Fischer B.; Becher H.; Becker A.-K.; Sahly H.; Honarpisheh H.; Guraya S.Y.; Strate T.; Knabbe C. ,"Objectives: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) causes the pulmonary disease coronavirus disease 2019 (COVID-19, which has challenged health care facilities worldwide. The sustainability of health care systems is largely reliant on the health status of their health care workers (HCW). This study aimed to detect the SARS-CoV-2 virus and specific antibodies among HCWs in a German hospital as a model system for the potential spread of the pandemic. Method(s): Between March and June 2020, we used a combination of RT-PCR testing to detect SARS-CoV-2 RNA and an enzyme-linked immunosorbent assay to detect the presence of anti-SARS-CoV-2 immunoglobulin G (IgG) antibodies among HCWs in a German hospital based on repetitive oropharyngeal swabs (OPSs) and blood samples. Result(s): In total, 871/1081 employees participated in this prospective longitudinal study. During the study period of 9 weeks, 5329 OPSs and 2136 blood samples were analyzed. SARS-CoV-2 RNA was detected in three participants (0.34%). Anti-SARS-CoV-2 IgG antibodies were detected in 38 (4.36%) participants. Conclusion(s): Our study determined a low prevalence of COVID-19 in HCW, which may reflect the effectiveness of hygiene protocols. However, it could also indicate a low prevalence of SARS CoV-2 in hospital employees. Our study protocol may serve as an instructive example for future pandemic containment protocols in hospitals.Copyright © 2020 The Author(s)",2021,/,International Journal of Infectious Diseases,102,"(Herzberg, Honarpisheh, Strate) Department of Surgery, Krankenhaus Reinbek St. Adolf-Stift, Hamburger Strasse 41, Reinbek 21465, Germany(Vollmer, Fischer, Knabbe) Institut fur Laboratoriums- und Transfusionsmedizin, Herz- und Diabeteszentrum Nordrhein-Wes",136-143,,http://dx.doi.org/10.1016/j.ijid.2020.10.026,2010059645,#64896,Herzberg 2021,"",""
Desempeno de las pruebas combinadas de IgM e IgG rapidas en la vigilancia ocupacional de COVID-19 en empresas colombianas,Idrovo AJ.; Moreno-Montoya J.; Pinzon-Florez C.E. ,"Introduccion. Las pruebas combinadas de IgM e IgG rapidas pueden tener un papel importante en la vigilancia de la COVID-19 y en su diagnostico, asi como en la evaluacion de la respuesta inmunologica y la verificacion de los avances hacia la inmunidad de rebano. Objetivo. Evaluar el desempeno de las pruebas rapidas de anticuerpos en la vigilancia ocupacional de la COVID-19 en un grupo de empresas colombianas. Materiales y metodos. Se usaron datos de la vigilancia ocupacional de empresas que hicieron pruebas serologicas periodicas a todo el personal desde finales de abril hasta comienzos de julio de 2020. Los trabajadores laboraban en grupos pequenos (""burbujas sociales"") para evitar brotes y optimizar la vigilancia. La sensibilidad se estimo como si el muestreo respondiera a un diseno prospectivo. Se describieron, asimismo, los cambios en las pruebas serologicas por medio de rondas periodicas. Resultados. Se obtuvieron datos de 4.740 trabajadores, de los cuales solo 23 eran sintomaticos. En ellos se evidenciaron cambios de IgM(-)/IgG(-) a IgM(+), y luego a IgM(+)/IgG(+) e IgG(+). La sensibilidad fue de 40,94 % para las IgM(+) y 47,95 % para las IgM(+)/IgG(+), lo que implica que se pudo detectar un poco menos de la mitad de los casos. Conclusion. Las pruebas rapidas de anticuerpos tienen un papel en el proceso diagnostico de la infeccion y deben evaluarse teniendo en cuenta el momento de la epidemia, el tipo de prueba comprada y las poblaciones de riesgo, dado que sus resultados dependen del numero de contagios y de casos. En el contexto de la presente crisis sanitaria pueden optimizarse si se organizan los trabajadores en ""burbujas sociales"".",2020,/,Biomedica : revista del Instituto Nacional de Salud,40,2 Supplementl,139-147,,http://dx.doi.org/10.7705/biomedica.5829,633361312,#54228,Idrovo 2020,"",""
Seroconversion in patients with cancer and oncology healthcare workers infected by SARS-CoV-2.,"Marra, Antonio; Generali, Daniele; Zagami, Paola; Cervoni, Valeria; Gandini, Sara; Venturini, Sergio; Morganti, Stefania; Passerini, Rita; Orecchia, Roberto; Curigliano, Giuseppe","BACKGROUND: Patients with cancer have high risk for severe complications and poor outcome to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)-related disease (coronavirus disease 2019 [COVID-19]). Almost all subjects with COVID-19 develop anti-SARS-CoV-2 immunoglobulin-G (IgG) within three weeks after infection. No data are available on the seroconversion rates of cancer patients and COVID-19., MATERIAL AND METHODS: We conducted a multicenter, observational, prospective study that enrolled: 1) patients and oncology health professionals with SARS-CoV-2 infection confirmed by real time polymerase chain reaction (RT-PCR) assays on nasal/pharyngeal swab specimens; 2) patients and oncology health professionals with clinical or radiological suspicious of infection by SARS-CoV-2; and 3) patients with cancer who are considered at high risk for infection and eligible for active therapy and/or major surgery. All enrolled subjects were tested with the 2019-nCoV IgG/IgM Rapid Test Cassette, which is a qualitative membrane-based immunoassay for the detection of IgG and IgM antibodies to SARS-CoV-2. The aim of the study was to evaluate anti-SARS-CoV-2 seroconversion rate in patients with cancer and oncology healthcare professionals with confirmed or clinically suspected COVID-19., RESULTS: From March 30 to May 11, 2020, 166 subjects were enrolled in the study. Among them, cancer patients and health workers were 61 (36.7%) and 105 (63.3%), respectively. Overall, 86 subjects (51.8%) had confirmed SARS-CoV-2 diagnosis by RT-PCR testing on nasopharyngeal swab specimen, while 60 (36.2%) had a clinical suspicious of COVID-19. Median time between symptom onset (for cases not confirmed by RT-PCR) or RT-PCR confirmation to serum antibody test was 17 days (interquartile range, 26). In the population with confirmed RT-PCR, 83.8% was IgG positive. No difference in IgG positivity was observed between cancer patients and health workers (87.9% vs 80.5%; P = 0.39)., CONCLUSIONS: Our data indicate that SARS-CoV-2-specific IgG antibody detection do not differ between cancer patients and healthy subjects. Copyright © 2020 European Society for Medical Oncology. Published by Elsevier Ltd. All rights reserved.",2020,/,Annals of oncology : official journal of the European Society for Medical Oncology,,"ayf, 9007735",,,https://dx.doi.org/10.1016/j.annonc.2020.10.473,33098994,#49725,Marra 2020,"",""
,"Bontadi, Danilo; Bergamo, Lorenzo; Torri, Paola; Patane, Pietro Antonio; Bertoldi, Antonella; Lonardi, Ubaldo","INTRODUCTION: During the Sars-Cov-2 pandemic, occupational health physicians worked to respond to different needs of workers, employers, and health authorities. In collaboration with the Prevention Department of the Veneto region of Italy, a survey was promoted in nine manufacturing companies in the province of Padua, to investigate the prevalence of asymptomatic SarsCov-2 virus and the immunological status of 1,267 workers., SCOPE: The study was aimed at verifying the effectiveness of measures to contain the virus spread among workers in the workplace as required by the agreement between the social partners signed on March 14, 2020., METHODS: The survey was carried out at workplaces by trained health physicians and almost all company workers enrolled on a voluntary basis. Each worker was tested for viral RNA using nasopharyngeal swab and for IgM and IgG antibodies by drawing venous or capillary blood, according to the availability of tests at that difficult period., RESULTS: Swab-positive workers were 0.3%, and subjects with positive serological tests were 1.6% of the total workers examined., DISCUSSION: The diagnostic test is based on the search for viral RNA through nasopharyngeal swab. To evaluate the immunological status of workers the CLIA or Elisa quantitative serological test should be preferred. Measures to contain the virus spreading at the workplace seem to be effective, as working settings do not entail any additional risk of SarsCov-2 infection.",2020,/,La Medicina del lavoro,111,5,404-410,,https://dx.doi.org/10.23749/mdl.v111i5.10037,33124612,#50163,Bontadi 2020,"",""
Household Transmission of SARS-CoV-2 in the United States.,"Lewis, Nathaniel M; Chu, Victoria T; Ye, Dongni; Conners, Erin E; Gharpure, Radhika; Laws, Rebecca L; Reses, Hannah E; Freeman, Brandi D; Fajans, Mark; Rabold, Elizabeth M; Dawson, Patrick; Buono, Sean; Yin, Sherry; Owusu, Daniel; Wadhwa, Ashutosh; Pomeroy, Mary; Yousaf, Anna; Pevzner, Eric; Njuguna, Henry; Battey, Katherine A; Tran, Cuc H; Fields, Victoria L; Salvatore, Phillip; O'Hegarty, Michelle; Vuong, Jeni; Chancey, Rebecca; Gregory, Christopher; Banks, Michelle; Rispens, Jared R; Dietrich, Elizabeth; Marcenac, Perrine; Matanock, Almea M; Duca, Lindsey; Binder, Allison; Fox, Garrett; Lester, Sandra; Mills, Lisa; Gerber, Susan I; Watson, John; Schumacher, Amy; Pawloski, Lucia; Thornburg, Natalie J; Hall, Aron J; Kiphibane, Tair; Willardson, Sarah; Christensen, Kim; Page, Lindsey; Bhattacharyya, Sanjib; Dasu, Trivikram; Christiansen, Ann; Pray, Ian W; Westergaard, Ryan P; Dunn, Angela C; Tate, Jacqueline E; Nabity, Scott A; Kirking, Hannah L","BACKGROUND: Although many viral respiratory illnesses are transmitted within households, the evidence base for SARS-CoV-2 is nascent. We sought to characterize SARS-CoV-2 transmission within US households and estimate the household secondary infection rate (SIR) to inform strategies to reduce transmission., METHODS: We recruited laboratory-confirmed COVID-19 patients and their household contacts in Utah and Wisconsin during March 22-April 25, 2020. We interviewed patients and all household contacts to obtain demographics and medical histories. At the initial household visit, 14 days later, and when a household contact became newly symptomatic, we collected respiratory swabs from patients and household contacts for testing by SARS-CoV-2 rRT-PCR and sera for SARS-CoV-2 antibodies testing by enzyme-linked immunosorbent assay (ELISA). We estimated SIR and odds ratios (OR) to assess risk factors for secondary infection, defined by a positive rRT-PCR or ELISA test., RESULTS: Thirty-two (55%) of 58 households had evidence of secondary infection among household contacts. The SIR was 29% (n = 55/188; 95% confidence interval [CI]: 23-36%) overall, 42% among children (<18 years) of the COVID-19 patient and 33% among spouses/partners. Household contacts to COVID-19 patients with immunocompromised conditions had increased odds of infection (OR: 15.9, 95% CI: 2.4-106.9). Household contacts who themselves had diabetes mellitus had increased odds of infection (OR: 7.1, 95% CI: 1.2-42.5)., CONCLUSIONS: We found substantial evidence of secondary infections among household contacts. People with COVID-19, particularly those with immunocompromising conditions or those with household contacts with diabetes, should take care to promptly self-isolate to prevent household transmission. Copyright Published by Oxford University Press for the Infectious Diseases Society of America 2020. This work is written by (a) US Government employee(s) and is in the public domain in the US.",2020,/,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,,"a4j, 9203213",,,https://dx.doi.org/10.1093/cid/ciaa1166,33185244,#51833,Lewis 2020,"",""
"The Association of PPE Availability, Training and Practices with COVID-19 Sero-prevalence in Nurses and Paramedics in Tertiary Care Hospitals of Peshawar, Pakistan",Ahmad J.; Anwar S.; Latif A.; Haq N.U.; Sharif M.; Nauman A.A. ,"BACKGROUND: Nurses and paramedics by being the frontline workers of the healthcare profession need to be equipped with the relevant knowledge, skills and protective gears against different forms of infection, including COVID-19. Though the governments and concerned stakeholders have provided P.P.E.s, training and information to protect the healthcare professionals, however until now the scientific literature has virtually not reported the impact of P.P.Es availability, training and practices on the COVID-19 sero-prevalence among the nurses and paramedics. OBJECTIVE(S): This study aimed to assess the Impact of P.P.Es availability, training and practices on COVID-19 sero-prevalence among nurses and paramedics in teaching hospitals of Peshawar, Pakistan. METHOD(S): A cross-sectional survey was conducted with a total of 133 nurses and paramedics as subjects of the study. RESULT(S): A univariate analysis was done for four variables. The findings indicate that the healthcare professionals (nurses & paramedics) who have received P.P.Es on time at the start of COVID-19 emergence has fewer chances of contracting the COVID-19 infection (O.R = 0.96); while the odds for P.P.Es supplies was 0.73, and the odds of hand hygiene training was 0.95. CONCLUSION(S): The study concluded that the availability of the P.P.E.s, COVID-19 related training and compliance with W.H.O recommended practices against COVID-19 were instrumental in protection against the infection and its spread.",2020,/,Disaster medicine and public health preparedness,,"(Ahmad) Prime Institute of Public Health, Peshawar Medical College, K.P.K., Warsak Road, Peshawar, Pakistan(Anwar) Prime Institute of Public Health, Peshawar Medical College, K.P.K., Warsak Road, Peshawar, Pakistan(Latif) Prime Institute of Public Health,",1-18,,http://dx.doi.org/10.1017/dmp.2020.438,633352140,#54259,Ahmad 2020,"",""
"Cross-sectional seroepidemiologic study of coronavirus disease 2019 (COVID-19) among close contacts, children, and migrant workers in Shanghai",Xu S.-F.; Lu Y.-H.; Zhang T.; Xiong H.-Y.; Wang W.-B. ,"(1) Background: Along with an increasing risk caused by migrant workers returning to the urban areas for the resumption of work and production and growing epidemiological evidence of possible transmission during the incubation period, a study of Coronavirus Disease 2019 (COVID-19) is warranted among key populations to determine the serum antibody against the SARS-CoV-2 and the carrying status of SARS-CoV-2 to identify potential asymptomatic infection and to explore the risk factors. (2) Method: This is a cross-sectional seroepidemiologic study. Three categories of targeted populations (close contacts, migrant workers who return to urban areas for work, and school children) will be included in this study as they are important for case identification in communities. A multi-stage sampling method will be employed to acquire an adequate sample size. Assessments that include questionnaires and blood, nasopharyngeal specimens, and feces collection will be performed via home-visit survey. (3) Ethics and Dissemination: The study was approved by the Institute Review Board of School of Public Health, Fudan University (IRB#2020-040818). Before data collection, written informed consent will be obtained from all participants. The manuscripts from this work will be submitted for publication in quality peer-reviewed journals and presented at national or international conferences.Copyright © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020,/,International Journal of Environmental Research and Public Health,17,19,1-10,,http://dx.doi.org/10.3390/ijerph17197223,2005163929,#39079,Xu 2020,"",""
Prevalence of Severe Acute Respiratory Syndrome Coronavirus-2-specific Antibodies in German Blood Donors during the COVID-19 Pandemic,Runkel S.; Kowalzik F.; Gehring S.; Winter J.; Grandt C.L.; Marron M.; Seifert-Hitzler S.; Hitzler W.E. ,"BACKGROUND: Coronavirus disease-2019 (COVID-19) is a respiratory infection caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). While RT-PCR assays are used routinely to diagnose active COVID-19, serological testing offers a means of identifying individuals who previously experienced asymptomatic infections, as well as those who experienced symptomatic infections but no longer carry the virus. METHOD(S): The presence of SARS-CoV-2 IgG-positive antibodies in the sera of 673 blood donors residing in south-western Germany before and 3,880 donors after the advent of the COVID-19 pandemic was determined and confirmed using two highly sensitive serological tests. RESULT(S): Approximately 0.40% of the donors assessed during the COVID-19 pandemic possessed SARS-CoV-2 IgG-positive antibodies, decidedly fewer than the percentage of SARS-CoV-2-infected individuals determined by real-time RT-PCR nationwide. CONCLUSION(S): These findings confirm the efficacy serological testing in identifying asymptomatic COVID-19 patients.",2020,/,Clinical laboratory,66,10,,,http://dx.doi.org/10.7754/Clin.Lab.2020.200915,633202051,#44112,Runkel 2020,"",""
Serological responses to SARS-CoV-2 following non-hospitalised infection: clinical and ethnodemographic features associated with the magnitude of the antibody response,"Shields, Adrian; Faustini, Sian; Perez-Toledo, Marisol; Jossi, Sian; Allen, Joel; Al-Taei, Saly; Backhouse, Claire; Dunbar, Lynsey; Ebanks, Daniel; Emmanuel, Beena; Faniyi, Aduragbemi; Garvey, Mark; Grinbergs, Annabel; McGinnell, Golaleh; O’Neill, Joanne; Watanabe, Yasunori; Crispin, Max; Wraith, David.; Cunningham, Adam; Drayson, Mark; Richter, Alex",,2020,,,,,,PPR238372,10.1101/2020.11.12.20230763,,#51459,Shields 2020,"",""
Secondary attack rate and family clustering of SARS-CoV-2 infection in children of healthcare workers with confirmed COVID-19.,"Ladhani, Shamez N; Andrews, Nick; Aiano, Felicity; Baawuah, Frances; Amin-Chowdhury, Zahin; Brown, Kevin E; Amirthalingam, Gayatri; Ramsay, Mary E; Waterfield, Thomas; RAPID-19 Investigation team","We measured serum SARS-CoV-2 antibodies in 215 children of healthcare workers to estimate secondary attack rates (SAR). Twenty-one families had a parent with confirmed COVID-19. There was strong evidence of family clustering (P<0.001): 20/21 (95.2%) children were seropositive in 9 families and none of 23 children in 12 other families. Copyright © The Author(s) 2020. Published by Oxford University Press for the Infectious Diseases Society of America. All rights reserved. For permissions, e-mail: journals.permissions@oup.com.",2020,/,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,,"a4j, 9203213",,,https://dx.doi.org/10.1093/cid/ciaa1737,33201219,#51701,Ladhani 2020,"",""
